C	Snow's Mods	Oops! All Glorbs! / What? No Numbers? / AAAH?! It's Infinity!?	All probabilities randomized / all probabilities become 0 / all probabilities become certain, applied globally to every card's odds	A skill globally rewrites every other card's probability-based effect on the board at once, forcing them all to a random, zero, or guaranteed outcome	L2	skill
C	SpicyJokers	Shocked and Rattled	+5 Mult for each [poker hand] discarded; poker hand changes at the end of the round	A skill tracks bonus progress toward one line type, then automatically switches which line type it rewards at the end of every show	B9	skill
C	StarCoMod	Random Crit	1 in 50 chance to give X3 Mult, chance increases by 1 per hand played	A skill's trigger chance itself grows by a fixed amount every time a line completes, rather than the payout growing	L2	skill
C	StarCoMod	The Thirteenth Toll	Played cards give X13 Mult when scored, after 13 cards have been scored	A skill stays dormant while it counts cumulative cards scored across the whole show, then permanently switches on once a running total threshold is crossed	A9	skill
C	Stocking Stuffer	Kitty Seal	When played and scoring, 1 in 3 chance to convert a random enhancement-less scored card to this card's enhancement	A stamp has a chance to copy its own card's type onto another random card in the same completed line, spreading its identity	G5	stamp
C	Stone-verhaul	Weapon Copy System	Played Stone cards add their underlying rank to Mult when scored	A skill reads the rank value of a card type that normally has no rank displayed or used, and converts that hidden value into multiplier	M6	skill
MOD	Showdown	226	8	overall content mod: new ranks/suits/jokers/blinds/decks/tarots/spectrals for a math-and-logic themed expansion
MOD	Sigil	13	0	adds 118 new suits plus one boss blind, joker, and tarot per suit; purely a scale reskin of existing suit-debuff/suit-buff/suit-convert shapes
MOD	Six Suits	48	1	adds 2 suits (Moon/Star) and a new "Spectrum" (all-different-suits) poker hand plus matching jokers/decks/tarots
MOD	Slay the Jokers	20	0	stream overlay mod letting viewers hover cards to see info; no gameplay mechanics
MOD	Slay The Spire 2 Collab	7	3	small collab mod porting a handful of Slay the Spire 2 character card effects as jokers
MOD	Slugcat	26	3	Rain World-themed content mod with Food/Weapon cards, enemy tracking, and character-specific jokers
MOD	Smallpox	26	4	45-person collaborative jam mod, one joker per contributor, mostly gimmick/joke jokers of wildly varying seriousness
MOD	Snow's Mods	20	2	small mod adding a seasonal-rotation joker, several probability-manipulation jokers, and suit-flip coin jokers
MOD	Solatro	18	0	misc/QoL mod that replaces Balatro's run entirely with a self-contained game of Klondike Solitaire; no Balatro mechanics
MOD	SpicyJokers	13	1	stub mod, straightforward list of standalone jokers with mostly conventional effects
MOD	StarCoMod	21	2	media-reference-themed content mod (SCP, One Piece, fandoms) adding jokers, boss blinds, and a spectral card
MOD	Stocking Stuffer	10	1	Christmas modjam adding "Presents" (joker-like collectibles unwrapped after boss blinds); individual Present effects are listed on separate pages not carried in this batch
MOD	Stone-verhaul	14	1	mod focused on making Stone Cards viable, adding a planet card, spectral card, and 12 jokers built around Stone card synergy
