C	The Binding of Jimbo	Continuum	Played cards shift one card to the left when a card is scored	A skill card that shifts every card in the active line one cell to the left each time a card in it scores	E3	skill
C	The Binding of Jimbo	Betrayal	Destroy the first card in first hand of round that has less total Chips than the next card in poker hand	A skill card that destroys the first card in a line if it scores fewer flat points than the card immediately after it	C10	skill
C	The Binding of Jimbo	Flat Stone	Inverts scored and unscored cards	A skill card that swaps which cards in a completed line count as scoring and which count as non-scoring	A6	skill
C	The Binding of Jimbo	Proptosis	Played cards give X3 Mult divided by their position in played hand when scored	A skill card that pays each scoring card a multiplier that shrinks the further along the line's position it sits	C12	skill
C	The Binding of Jimbo	Epiphora	Retrigger the first N played cards used in scoring 1 additional time, increasing by 1 when consecutively playing the same poker hand	A skill card that retriggers a growing prefix of a line's cards, where the prefix length grows only while the same hand type keeps repeating	A5	skill
C	The Binding of Jimbo	Dead Eye	Gains X0.1 Mult when played poker hand contains a common rank with the previous poker hand, otherwise resets	A skill card that keeps growing its multiplier only while each new completed line shares a rank with the line completed just before it, and resets the moment one doesn't	A13	skill
C	The Binding of Jimbo	Monstro's Lung	Randomly add 1 to 4 cards to your played hand before determining the poker hand, then destroy them after scoring	A skill card that temporarily inserts extra cards into a line before it is evaluated for its hand type, then removes those extras once scoring resolves	G2	skill
C	The Binding of Jimbo	Spoon Bender / Sacred Heart	Unscored cards give X2 Mult / X3 Mult	A skill card that pays its multiplier based on the cards NOT part of the completed line, rather than the ones that are	A7	skill
C	The Binding of Jimbo	Chemical Peel	+15 Mult when amount of remaining hands is odd	A skill card whose bonus depends on the parity (odd/even) of a remaining run resource, not its raw amount	C13	skill
C	The Binding of Jimbo	Ouija Board	If first hand of round is a single card with a rank, destroy it and create a Spectral card; only works once per rank	A skill card that only fires the first time each specific rank is played alone, tracking which ranks have already triggered it across the whole run	I3	skill
C	The Binding of Jimbo	Abaddon	When acquired, permanently lose all Hands but 1 and gain twice as many Discards; scales Mult per remaining discard	A skill card that, once placed, permanently converts most of one turn-resource into a larger amount of a different turn-resource, then scales off what's left of the new one	K1	skill
C	The Binding of Jimbo	Judas' Shadow	Prevents Death and changes deck to Judas Deck if chips scored are at least 25% of required chips, then self-destructs	A skill card that, if the show's score reaches a partial threshold, permanently swaps the run's active deck ruleset for a different one and then removes itself	O1	skill
C	The Binding of Jimbo	A Snack	Add 4 to all listed probabilities, -1 when a probability succeeds	A skill card that boosts every probability-based effect in play, but loses a bit of that boost every time one of those probabilities actually pays off	L2	skill
C	The Binding of Jimbo	Shard of Glass	When a Glass Card is destroyed, destroy adjacent cards	A card modifier that, when destroyed, destroys every card orthogonally adjacent to it on the grid	C10	type
C	The Binding of Jimbo	Blood Puppy	X2 Mult; changes form after 2 rounds, again after another 2 rounds or on running out of hands, each form stronger and more costly	A skill card that permanently upgrades its own identity into a stronger, riskier version after a fixed number of shows have passed	G8	skill
MOD	The Binding of Jimbo	~160	15	Full content mod themed on The Binding of Isaac; adds boss blinds, decks, and well over 100 jokers, most of which are numeric plus-chip or plus-mult reskins
C	The Circus	Balancing Act / Stilt Walker	Rounds Chips up to the next highest multiple of 100 / rounds Mult up to the next highest multiple of 10	A skill card that rounds a line's flat points or multiplier up to the next multiple of a fixed number before it's applied	A11	skill
C	The Circus	Fire Eater / Trapezist	+35 Chips / +7 Mult, increases further when winning a show with less than 110% of the chips required	A skill card that permanently grows only when a show is cleared by a narrow margin, rewarding precision rather than raw excess score	A13	skill
C	The Circus	Attorney Loophole	Four of a Kinds trigger Two Pair Jokers	A skill card that makes completing one specific hand type also fire the skills of cards keyed to a different hand type	H5	skill
MOD	The Circus	18	3	Small circus-themed joker mod; mostly flat suit-count and leftmost-position bonuses
C	The Cracker Pack	Sacramental Katana	When Boss Blind is defeated, sacrifice and destroy Joker to the right and add X0.75 Mult to this Joker, otherwise debuff this Joker	A skill card that, on a hazard's defeat, destroys the card to its immediate right and gains the resulting bonus for itself, or gets debuffed if it has no such neighbour	L10	skill
C	The Cracker Pack	Freezer	Adjacent Food Jokers cannot scale or decay	A skill card that protects every card orthogonally adjacent to it from any effect that would grow or shrink its own bonus over time	C10	skill
C	The Cracker Pack	Royal Decree	A Straight that contains an Ace and a face card is a Royal Flush	A card modifier or skill that reclassifies a completed Straight line as a higher hand type whenever it also happens to contain specific ranks	B1	skill
C	The Cracker Pack	High Roller	Played Lucky Cards give X1 Mult when scored, increases by X0.5 when a Lucky Card successfully triggers	A skill card whose multiplier permanently compounds each time one of its own probability rolls actually succeeds, rather than being a fixed boost	L2	skill
C	The Cracker Pack	Bomb Joker	Blows up in 12 rounds; ticks down when Blind is selected	A hazard card that carries a visible countdown ticking down each show and triggers a negative event once it reaches zero	R3	hazard
MOD	The Cracker Pack	~35	5	Content-pack expansion mod adding a Food-Joker theme, keywords, decks, and a Steamodded/Lovely dependency
C	The Dread Jokers	Dead Man's Hand	New poker hand above Flush Five, requiring 2 Pairs of Black Aces and Black Eights with a specific skill card in play	A new line-type that only qualifies when a specific companion skill card is present on the grid alongside a matching rank/suit pattern	B1	skill
C	The Dread Jokers	Eclipse	1 in 7 cards are drawn face down; face down cards give +20 Mult when scored	A skill card that occasionally places cards face-down into the Entrance, and pays extra when one of those hidden cards ends up scoring in a line	M3	skill
C	The Dread Jokers	Last Laugh	X20 Mult if there are no more cards in deck	A skill card that pays a large bonus only once every stock feeding the Entrance has been fully exhausted	F11	skill
C	The Dread Jokers	Marionette	+5 Mult each time the Joker to the left triggers	A skill card that fires its own bonus in direct response to the card immediately to its left firing its own effect, chaining activations across neighbours	H2	skill
MOD	The Dread Jokers	~25	4	Magnus-Archives-themed mod adding a new top hand type, a Statement consumable subtype, and assorted jokers
C	The Latro	Uppy-Downy	The last played card steals one rank from the first played card	A skill card that makes the last card in a completed line copy a rank away from the first card in that same line	G5	skill
C	The Latro	Ten Lords a-Leaping	If played hand has exactly 2 Kings, retrigger every card between them	A skill card that, when a line contains exactly two copies of a named rank, retriggers only the cards positioned between those two anchor cards	C12	skill
MOD	The Latro	~40	2	Miscellaneous joker mod with several themed sets (Zodiac signs, Twelve Days of Christmas); most effects are flat suit/rank count bonuses
C	The Toxic Stall	Focused Card	Combo: [rank], [suit]. Permanently gain +1 Mult if poker hand contains both Combo cards	A card modifier that is bound to one specific other rank/suit pairing at creation, and grants a permanent bonus only when both halves of that pair complete the same line together	P10	type
C	The Toxic Stall	Vestige Card	Becomes rank of left card minus 1	A card modifier whose rank is continuously derived from the card to its left, always sitting one rank below whatever that neighbour currently is	C10	type
C	The Toxic Stall	Ghostium Zeal	Creates a Spectral card if poker hand has exactly 2 cards with higher ranks	A stamp that triggers a consumable creation only when exactly two other cards in the same line outrank the stamped card	A13	stamp
C	The Toxic Stall	Volcanion	Gain X1 Mult if total chips of scoring hand is greater than previous total, doubling further; resets to X1 on failure	A skill card whose multiplier keeps doubling only while each new line's flat points strictly exceeds the previous line's, and collapses back to baseline the moment one doesn't	A13	skill
C	The Toxic Stall	Bunnelby / Diggersby	When you draw the last card of a Rank from your deck, gain a Tarot card / X Mult	A skill card that fires specifically when the final remaining copy of a given rank leaves the Entrance stocks, marking that rank as fully exhausted	F11	skill
MOD	The Toxic Stall	~40	5	Pokemon-themed add-on to the Pokermon mod, adding card modifiers, a rank-conditional seal, and an evolving-joker chain
C	Themed Jokers	Broken Mirror / Mirror Shard	1 in 6 chance to turn scored hand into Glass Cards / 1 in 3 chance to become Broken Mirror, 1 in 3 chance to be destroyed	A pair of skill cards that probabilistically transform back and forth into each other over time, with a chance of either one collapsing into destruction instead	G9	skill
MOD	Themed Jokers	~30	1	Stub page collecting Zodiac and misc themed jokers/tarots/decks built around a shared Cosmic Token scaling resource; almost entirely numeric variants of one shape
C	TIWMIG	Shotgun	2-8 blank and live shells loaded in a random hidden sequence; shoot on play, only live shells give X4 Mult	A skill card that generates a hidden random sequence of good/bad outcomes at the start of a show and consumes one entry from that fixed sequence each time it triggers	L1	skill
C	TIWMIG	Large Boulder the Size of a Small Boulder	All cards are considered by Jokers as also one rank lower; does not double-trigger cards that already match both ranks	A skill card that makes every card on the grid simultaneously count as its own rank AND the rank below it for other cards' triggers, without letting a card that qualifies both ways fire twice	G5	skill
C	TIWMIG	Poutine Fusion set (French Fries, Gravy, Cheese Curds, etc.)	Temporary Jokers that expire after N hands played; acquiring a second one from the same set destroys both and creates a stronger permanent fused Joker	Two or three temporary, self-expiring skill cards that fuse into one stronger permanent skill card the moment both are held together, before either expires	D8	skill
MOD	TIWMIG	~10	3	Shitpost 'whatever comes to mind' joker mod; most entries are single flat bonuses with a self-destruct timer
C	TOGA's Stuff	Blue Mountain Sleeve / Wait, That's Illegal! deck	Scoring is triggered in reverse order / in random order	A sleeve or deck rule that changes the order in which cards within a completed line resolve their scoring, reversing or randomizing it instead of left-to-right	H8	status
C	TOGA's Stuff	Blissful Deck	Enhancements are shared between playing cards	A deck rule that makes a single card's type apply as if every card in the Entrance stocks carried that same type simultaneously	G5	status
C	TOGA's Stuff	SMS Card	Deprioritized when drawing cards; if in deck and playing a hand, this card is forced into play	A card modifier that avoids being drawn under normal circumstances, but forces itself into the active line whenever it is present at all, overriding the player's placement choice	R4	type
C	TOGA's Stuff	Zinc Card	When destroyed, other playing cards gain permanent +1 Mult	A card modifier that, when destroyed by any means, grants a small permanent bonus to every other card in the Entrance stocks and on the grid	G4	type
C	TOGA's Stuff	Conductive Alloy Card	Returns to deck when played	A card modifier that goes back into an Entrance stock instead of leaving play after it is used in a completed line, so it is never actually consumed	F7	type
C	TOGA's Stuff	Virtual Memory	1 in 6 chance for each scored card to swap currently scored Chips & Mult	A skill card that occasionally swaps the running flat-points total and the running multiplier total with each other mid-resolution of a line	A6	skill
C	TOGA's Stuff	Bonzi Buddy	Strength-like effects are inverted	A skill card that globally reverses the direction of any other effect that would move a card's rank up or down	H4	skill
C	TOGA's Stuff	Disk Quota	X3 Mult; cannot play most-played poker hands (including ties)	A skill card that bans completing whichever line type you have completed most often so far this run, tracked across the whole run, in exchange for a large multiplier	B3	skill
C	TOGA's Stuff	SMS Sender	Effect of SMS Cards is delayed until final hand of round	A skill card that defers another card's effect so it only resolves on the specific final line of the show, rather than immediately	A9	skill
C	TOGA's Stuff	Red Hat Linux	For every poker hand in played hand, gain X0.08 Mult (High Card excluded)	A skill card that pays a multiplier for every distinct qualifying hand-type pattern found within one completed line, treating a single line as potentially satisfying several hand types at once	B1	skill
C	TOGA's Stuff	Solitaire Joker	Straights can wrap around (ex: 3, 2, A, K, Q)	A skill card that lets a Straight-type line wrap past the top of the rank order back to the bottom, rather than stopping at the ends	B4	skill
MOD	TOGA's Stuff	~150	11	Sprawling Windows/tech-nostalgia shitpost content mod with hundreds of jokers, decks, sleeves and vouchers, mostly numeric reskins of common shapes
MOD	TooManyDecks	1	0	Stub page listing a large community-sourced deck pack; table of deck effects not yet transcribed to the wiki
