eid	origin	source	name	slot	rarity	groups	mechanic	status
E0562	designdocs	DESIGN_DOC.md §8 Rule Deck	Force-trigger via stacking	skill			A card that force-triggers a linked on-trigger card whenever it is tapped via stacking; judged probably too hard to implement well.	
E0563	designdocs	DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	Formation alt win cons (rejected)	unknown			Rejected: alt win conditions tied to formations, since a crafted deck can guarantee the formation every time.	
E0564	designdocs	DESIGN_DOC.md §11 Class list	Fortune Teller class	unknown			Class mechanical focus: deck manipulation.	
E0565	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Forward somersault (Con Colleano)	skill			Flip a card over the one directly above it (swap upward).	
E0566	designdocs	DESIGN_REFERENCES.md §A5 China	Friendly Acrobat town	boss			Acrobat cards cost less here, and acrobat packs are guaranteed.	
E0567	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	FTL constellation map	rule			A constellation/DAG map with no backtracking; touring city to city builds fame; environmental hazards and surprise weather occur en route.	
E0568	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Gambler leader (Poker Alice)	type			A leader built for a casino-flavored deck.	
E0569	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Genie's Wish	consumable			Choose a card to create a copy of in the player's hand.	
E0570	designdocs	DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Gentleman juggling	skill			Prop (non-feat) cards in this card's row count as Balls suit.	
E0571	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Gentling	rule			Animal cards can be buffed into loyalty instead of being consumed, as an alternative to eating mechanics.	
E0572	designdocs	DESIGN_DOC.md §14.5 Summary-only cards	Ghost Card (summary)	stamp			Doesn't block Spotlight for cards beneath it.	
E0573	designdocs	DESIGN_RECOMMENDATIONS.md §4 Types (materials)	Glass	type			Scores double points, but is destroyed (shatters) after being scored 3 times.	
E0574	designdocs	DESIGN_DOC.md §15 Map (implemented)	Goal curve formula	rule			Show goals follow G0 x (N-hat/N0)^ALPHA x difficulty x BOSS x LAP^lap, baked per progress step with a monotone clamp.	
E0575	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Gold card	skill			Money-token card; heavy, so it always sinks to the bottom of the deck.	
E0576	designdocs	DESIGN_REFERENCES.md §A5 China	Gold suit	suit			A literal money suit, playable as a normal suit as well as functioning as currency.	
E0577	designdocs	DESIGN_DOC.md §16 Economy & Shop	Gold token cards	type			Gold cards are heavy token cards minted by Producer-class effects or money-on-trigger stamps.	
E0578	designdocs	DESIGN_RECOMMENDATIONS.md §6 Special Effects	Grand Spec	skill			If all columns scored this submit, double the show's combo.	
E0579	designdocs	DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	Gym node (Zurkhaneh)	unknown			Permanently +1 rank to one card; chivalry rule: only applies if that card has never been used to destroy another card.	
E0580	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	Half-step rank	rank			Rank of 5½ (etc.): stacks between 5 and 6 in a run but can never meld into a poker hand.	
E0581	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Hall of Mirrors	boss			The boss show duplicates the board's reflection with fake copies (Gaffs) of the player's cards to play around.	
E0582	designdocs	DESIGN_DOC.md §12 Tapping / Cues & Charges	Halo charge display	rule			The halo doesn't resize but gains black divider lines to show remaining charge uses.	
E0583	designdocs	DESIGN_REFERENCES.md §B1 Aerial & Wire	Handicap flourish	skill			Voluntarily debuff this card's move for double its score.	
E0584	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	Harlequin pip	suit			Dual-suit pip: counts as two suits at once for scoring purposes.	
E0585	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Head of state attends	unknown			Pass the show to permanently raise the fame floor.	
E0586	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	Heat as second currency	rule			Heel shows earn heat instead of fame; some towns pay more for a villain.	
E0587	designdocs	DESIGN_DOC.md §14.3 Types	Heavy	type			Sinks to the bottom of the deck after shuffling.	
E0588	designdocs	DESIGN_DOC.md §12 Tapping / Cues & Charges	Held-button full description	rule			Reading a card's full description requires holding a button or an info toggle (also applies in deck/pack viewers).	
E0589	designdocs	DESIGN_DOC.md §14.5 Summary-only cards	Helium Card	type			Named version of the Light material: rises during Next.	
E0590	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	Hey Rube! (boss)	boss			Each submit, the rightmost column is attacked: cards there are debuffed unless guarded by a Stuntsman/Strongman card.	
E0591	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	Hidden bearers (costaleros)	rule			Covered cards beneath a scoring card add their ranks to it.	
E0592	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Hidden-identity reveal cards	rule			Identity/rarity is revealed only after N scores, as a fanfare moment.	
E0593	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Hidden micro-text art	unknown			A card's art contains legible hidden micro-text.	
E0594	designdocs	DESIGN_DOC.md §8 Rule Deck	Hidden Rules Deck	rule			A normally-hidden Rules Deck holds cards that define the default ruleset (stacking, scoring, input/zone counts, draw-on-Next); changing the ruleset means changing cards in this deck.	
E0595	designdocs	DESIGN_DOC.md §20 Difficulty, Bosses & Win Cons	High-score luck gates	unknown			Progress is gated behind occasional extreme high scores that demand luck or complicated decks, pushing toward dynamic, animated builds.	
E0596	designdocs	DESIGN_REFERENCES.md §A1 The Ancient World	Hippodrome factions	boss			Each show, an audience faction favors one suit; ignoring them too long spawns a Riot boss.	
E0597	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	Hire a claque	unknown			Guarantees minimum fame this show, but demands payment at every subsequent show.	
E0598	designdocs	DESIGN_DOC.md §21 Events & Encounters	History-driven strike/tax events	unknown			Run behavior triggers events: sacrificing too many talents causes a union strike; hoarding too many cards causes tax evasion (lose a portion of basic cards).	
E0599	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	HONK	skill			On cue (tap), makes a honk noise; unlimited uses.	
E0600	designdocs	DESIGN_REFERENCES.md §A5 China	Hoop tower	skill			Consecutive same-suit hoop cards multiply their score.	
E0601	designdocs	DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	Houses	rule			Cards belong to named houses with Mother/leader cards; category walks are judged-show scoring events.	
E0602	designdocs	DESIGN_REFERENCES.md §A1 The Ancient World	Hundred Entertainments deck	unknown			A 100-card variant deck of all commons, focused on combo scoring.	
E0603	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Hype mechanic	rule			Voluntarily double the fame required for the next show in exchange for better goodies.	
E0604	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Illegal stack submission spot	rule			Early rule: an illegal stack could only be placed on the submission spot (removed with the loop v2 rewrite).	
E0605	designdocs	DESIGN_DOC.md §14.3 Types	Immovable (unnamed)	type			Type that resists being moved once placed.	
E0606	designdocs	DESIGN_REFERENCES.md §A10 The Americas	Improving town (Chautauqua)	boss			No Danger acts allowed, but Concessions/education-tagged cards score double.	
E0607	designdocs	DESIGN_DOC.md §2 Core Game Loop v1	Incoming card mulligan	rule			Incoming cards can be mulliganed via a click + discard button before dropping.	
E0608	designdocs	DESIGN_DOC.md §2 Core Game Loop v1	Incoming card rearrange	rule			Incoming cards can be rearranged before they drop into play.	
E0609	designdocs	DESIGN_DOC.md §14.3 Types	Input	type			Zone-header type: on Next, drops its held stack to the paired lower column, then draws a new card.	
E0610	designdocs	DESIGN_DOC.md §14.4 Rule cards	Input Adder (upper)	rule			Adds 1 Entrance input column per copy in the rule deck.	
E0611	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	Inverted-blessing naming	unknown			Debuff-granting cards carry well-wishing names, and vice versa.	
E0612	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Jack-of-all-trades	skill			Counts as every class at once, but at half effect (masters none).	
E0613	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Jaded city (Richiardi)	boss			Only shock (Danger/negative) acts impress here; a horror-show variant scoring rule applies.	
E0614	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Jaded fear-show town	boss			Debuff-inflicting cards are the headliners in fear shows.	
E0615	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	John Robinson (elite)	boss			Shortened show: 2 submits instead of 3.	
E0616	designdocs	DESIGN_REFERENCES.md §A11 South America	Judged-category scoring	rule			Some shows grade formation, suit variety, and stamps as separate scored categories instead of one total.	
E0617	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	Judged festival (City Dionysia)	boss			Scores in separate categories (best formation/suit spread/single meld) instead of one total.	
E0618	designdocs	DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Juggler leader (Rastelli)	type			Balls-suit cards can be kept aloft (re-scored) as long as one scores each submit.	
E0619	designdocs	DESIGN_DOC.md §10 Suit projectiles v2	Jump/duck reactions	unknown			Feat cards dynamically jump up through hoops and duck under knives as projectiles pass.	
E0620	designdocs	DESIGN_REFERENCES.md §A6 Japan	Karuta duel	unknown			A speed-pick minigame where the first click rewards.	
E0621	designdocs	DESIGN_REFERENCES.md §A11 South America	Kneeling Devil	skill			A negative-effect card that, if kept a full tour, converts into a positive card at the final city.	
E0622	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Knife suit	suit			Mirrors Hoop but launches from the opposite row side and scores plain (prop) cards instead of talents.	
E0623	designdocs	DESIGN_DOC.md §10 Suit projectiles v1	Knives/Hoops horizontal projectiles	suit			Scored knife and hoop cards fly horizontally across their scored row; balls and fire drop down columns.	
E0624	designdocs	DESIGN_REFERENCES.md §A6 Japan	Kuroko	stamp			This card is 'unseen': doesn't block Spotlight, can't be targeted by bosses.	
E0625	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Label / Evident	rule			Announces its rule-deck effect on the board even while the rule deck stays hidden.	
E0626	designdocs	DESIGN_DOC.md §8 Rule Deck	Label/Evident card	skill			A card announces its rule-deck effect on the board while the rule deck itself stays hidden ('Baba Is You' visibility trick).	
E0627	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Lazzi trigger-macros	skill			Equippable trigger-macros: small scripted combos a card can rehearse.	
E0628	designdocs	DESIGN_DOC.md §14.3 Types	Leader (type entry)	type			Type that starts a card on the board or in the Entrance and boosts its group.	
E0629	designdocs	DESIGN_DOC.md §11 Classes, Groups & Leaders	Leader chassis	type			Leader cards start already on the board (or in the Entrance) and do not leave play on submit; different starting decks ship different leaders.	
E0630	designdocs	DESIGN_DOC.md §11 Classes, Groups & Leaders	Leader elemental fears	type			Optional debuff: some leaders fear fire/knives and cannot be placed on fire/knife cards.	
E0631	designdocs	DESIGN_DOC.md §11 Classes, Groups & Leaders	Leader group boost	type			Cards belong to groups/classes, and leader cards boost their group.	
E0632	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Leader lineage succession	unknown			Retiring a maxed leader unlocks its heir with a carried-over power.	
E0633	designdocs	DESIGN_RECOMMENDATIONS.md §6 Animal Trainer	Liberty Horses	skill			On Next, all Animal-tagged cards in the Entrance rearrange themselves into ascending order.	
E0634	designdocs	DESIGN_DOC.md §14.3 Types	Light	type			Rises to the top of the deck (counterpart to Heavy, never built).	
E0635	designdocs	DESIGN_DOC.md §7 Spotlight System	Literal spotlight beam	unknown			Triggering cards get a literal spotlight beam instead of a generic glow; the whole screen may dim during submit.	
E0636	designdocs	DESIGN_RECOMMENDATIONS.md §4 Types (materials)	Lithograph	type			While in the Entrance (not the Ring), broadcasts its skill globally.	
E0637	designdocs	DESIGN_DOC.md §2 Core Game Loop refinements	Live undo during resolution	rule			Pressing Undo during a resolving act cancels it: the resolution fast-forwards and the pre-act board state restores, with no act consumed.	
E0638	designdocs	DESIGN_DOC.md §19 Meta Progression	Lore scraps unlock	unknown			Wins/actions unlock lore scraps.	
E0639	designdocs	DESIGN_RECOMMENDATIONS.md §6 Animal Trainer	Mabel's Tigers	skill			Consumes the card it's dropped on (like Gluttony) but only prop cards; +rank per meal.	
E0640	designdocs	DESIGN_DOC.md §13 Special Decks & Variants	Magic deck	unknown			Each suit is an element; submitting elemental combinations casts spells.	
E0641	designdocs	DESIGN_DOC.md §11 Class list	Magician class	unknown			Class mechanical focus: card creation and deletion.	
E0642	designdocs	DESIGN_REFERENCES.md §A6 Japan	Magician leader (Tenkatsu)	type			Produces token cards.	
E0643	designdocs	DESIGN_DOC.md §16 Economy & Shop	Mana cards	type			Any card can serve as a resource instead of an abstract mana bar.	
E0644	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Mancala targeting	suit			Ball/Fire projectiles are ballistic: a mancala walk down the column picks a fixed count of talent targets at spawn; Fire's eligibility skips talents and other Fire props.	
E0645	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Map alternative topologies	rule			Alternatives considered: no final city (circle the map), must return to start, or visited points become revisitable after enough time passes.	
E0646	designdocs	DESIGN_DOC.md §15 Map v1 (Minesweeper)	Map click seeds next drop	rule			Clicking a map card made it the first card dropped in the next match.	
E0647	designdocs	DESIGN_DOC.md §15 Map (implemented)	MapNodeRoles	rule			Deterministically assigns show/booster/anchor roles to map nodes from the run seed.	
E0648	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Marked stamp	stamp			The player always knows where this card currently sits in the deck.	
E0649	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Marketed monster	skill			Terrifies (debuffs) adjacent cards while secretly being a gentle Humbug.	
E0650	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Masked satire (Talchum)	rule			Heat (infamy) is earned safely because a mask absorbs the town's anger.	
E0651	designdocs	DESIGN_DOC.md §14.2 Stamps	Maximum Effort / Exhaust	stamp			Double (or flat bonus) points from this card on score; only refreshes if the card is NOT played/scored the following show.	
E0652	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	Meal call (cookhouse flag)	rule			A mid-tour rest tick heals one debuff per card, once per region.	
E0653	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Mid-show instant tips	rule			Overscoring a single meld pays out instantly instead of at show end.	
E0654	designdocs	DESIGN_RECOMMENDATIONS.md §6 Escape Artist/Stuntsman	Milk Can	skill			Cue: place a card inside; it leaves play; retrieve it any later turn.	
E0655	designdocs	DESIGN_DOC.md §15 Map v1 (Minesweeper)	Minesweeper board	boss			Full deck laid face-down; only cards adjacent to a revealed card can be clicked; clicking triggers a battle for that card and reveals its neighbors; win by uncovering all cards.	
E0656	designdocs	DESIGN_DOC.md §21 Events & Encounters	Mini-game score-free events	unknown			Some encounters replace score-to-win with alternate win-con puzzles, e.g. 'trigger 5 times to win.'	
E0657	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Misdirection theft	unknown			When the biggest meld of a submit scores, a pickpocket event may trigger, or a card steals from the town for bonus gold.	
E0658	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Misrule show	unknown			For one show, all ranks are reversed (2 counts high, King counts low); winning it pays huge tips.	
E0659	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Mobile pageant zone	rule			A zone/column relocates each turn.	
E0660	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	Mock the Booking	skill			Reduce the declared Booking goal once per tour.	
E0661	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Modifier-driven grab/place legality	rule			Stacking legality is decided by a resolver pass: all cards' allow/deny effects are gathered into a whitelist and blacklist, with the blacklist winning over the whitelist.	
E0662	designdocs	DESIGN_DOC.md §14.2 Stamps	Money on Trigger	stamp			Gain money whenever the card triggers.	
E0663	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	Moonstruck (Pierrot)	skill			Buffs on alternating ('night') shows, pines (does nothing/less) otherwise.	
E0664	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Mountebank tonics	consumable			Cheap buffs with a chance of doing nothing (being water).	
E0665	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Movement-resistant cards	type			Cards that resist being moved once placed.	
E0666	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	Mud Show	boss			Picking up any stack costs 1 discard.	
E0667	designdocs	DESIGN_DOC.md §14.1 Skills/Feats	Mystery Box	skill			On game start, becomes a random skill.	
E0668	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	Named court card identities	unknown			Face cards have hidden historical identities discoverable through play; uncovering all 12 grants a meta reward.	
E0669	designdocs	DESIGN_DOC.md §15 Map v3 (Biome tour)	Negative weather effects	boss			Weather events impose negative effects, framed as 'the show must go on.'	
E0670	designdocs	DESIGN_DOC.md §11 Skill taxonomy	New scoring methods	unknown			Skill taxonomy category: cards that create new ways to score.	
E0671	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	No-conditions cue	skill			This card's cue works with zero requirements, from anywhere.	
E0672	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Nominal suit subclasses	suit			Each suit is a nominal PipSuit subclass (Hoop/Knife/Ball/Fire/Firework) with no ordinal value, constructed explicitly rather than compared by index.	
E0673	designdocs	DESIGN_DOC.md §3 Board & Zones	Null cards	type			Null cards take up space on the board and are highlighted when selected so hovering over null space reads clearly.	
E0674	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Odd couple buff	skill			The thinnest (lowest rank) and heaviest (highest rank) card in a row buff each other.	
E0675	designdocs	DESIGN_DOC.md §14.4 Rule cards	OG Grabber	rule			Provides the default grab legality: ascending/descending runs, no same-suit stacking.	
E0676	designdocs	DESIGN_DOC.md §14.4 Rule cards	OG Placer	rule			Provides the default placement legality rule.	
E0677	designdocs	DESIGN_REFERENCES.md §A11 South America	One-upmanship duel (scissors dance)	unknown			Alternate melds with a rival, each must out-score the last; first to fall short loses everything wagered.	
E0678	designdocs	DESIGN_DOC.md §5 Scoring v2 (dual-axis, latest)	Only first poker hand scores	rule			Only the first (best) scored poker hand on a row actually scores; later poker hands on the same line are ignored.	
E0679	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Only legal stacks liftable	rule			Only legal stacks can be picked up at all, making moving stacks harder as the run progresses.	
E0680	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Out-of-game ARG secret	unknown			A mystery solvable only through outside research.	
E0681	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Outcast Troupe deck	unknown			Cheaper everywhere but banned from rich towns; built from exactly six classes (one per Namsadang art).	
E0682	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Outlawed cards	type			Cards banned in pious towns (cannot score there) but score double in others; persecution can spawn an underground-shows event chain.	
E0683	designdocs	DESIGN_DOC.md §15 Map (implemented)	Overscore tax retired	rule			The overscore tax was retired: wins now bank the full score as fame with no separate penalty.	
E0684	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Overscoring ramps requirements	rule			Overscoring ramps up future score requirements, so the player balances declaring a big score (fame wagering) against the risk of missing it.	
E0685	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Paired giants	skill			Each of a pair gets +mult while both are on the board.	
E0686	designdocs	DESIGN_REFERENCES.md §A1 The Ancient World	Panem et circenses free show	unknown			Give a free show: zero gold earned, big fame gain, town loyalty increased.	
E0687	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	Panorama consumable	consumable			Reveals the whole map's silhouette.	
E0688	designdocs	DESIGN_DOC.md §14.3 Types	Paper	type			Default/basic material with no special effect.	
E0689	designdocs	DESIGN_RECOMMENDATIONS.md §6 Concessions	Peanut Pitch	skill			Cue (3 charges): add points to any one card, thrown from anywhere.	
E0690	designdocs	DESIGN_DOC.md §7 Spotlight System	Peek-over presentation	skill			Cards with skills idly move and peek over the card blocking them; blocked active cards shift the row below to show at least their upper art half.	
E0691	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	Pepper's Ghost	skill			An intangible duplicate of one card appears in the opposite zone; scores as if real but can't be touched or attacked.	
E0692	designdocs	DESIGN_DOC.md §2 Core Game Loop refinements	Per-act score multiplier	rule			Each act (or only the final act) could carry an increasing score multiplier.	
E0693	designdocs	DESIGN_REFERENCES.md §G The Modern Era	Per-card personal bests	unknown			Personal bests are recorded on the card itself; beating one's own record fires a fame event.	
E0694	designdocs	DESIGN_DOC.md §8 Rule Deck (rejected)	Per-level rule deck	rule			Rejected: replacing the rule deck with a per-level deck, since score goals live outside the rule deck and building UI from it is scope creep.	
E0695	designdocs	DESIGN_DOC.md §10 Suit-Props (implemented)	Per-meld suit firing	suit			A scored card's suit effect fires once per meld membership (once for its row, once for its column); talented (skill-bearing) cards suppress their own suit effect.	
E0696	designdocs	DESIGN_DOC.md §8 Rule Deck	Per-scenario rule decks	rule			Game rules determine what Next and Submit do; different scenarios swap in different rule decks, and edits during a run are permanent for that run.	
E0697	designdocs	DESIGN_DOC.md §5 Scoring	Performance Rings (origin)	rule			Every 5 rows scored increases points 'by layer' / turns the row red — the seed idea that became Performance Rings.	
E0698	designdocs	DESIGN_DOC.md §5 Scoring	Performance Rings	rule			Score zones by board depth: the First Ring (rows 1-5) scores at 1x, rows 6-10 at 2x, rows 11-15 at 3x, and so on, enabling effects keyed to reaching outer rings.	
E0699	designdocs	DESIGN_RECOMMENDATIONS.md §2.1 Scoring: combo reframe	Performance Rings as depth multiplier	rule			Performance Rings act as multipliers on the column combo specifically, rewarding tall play.	
E0700	designdocs	DESIGN_DOC.md §12 Tapping / Cues & Charges	Permanent-toggle effect archetype	skill			An effect archetype that, once activated, stays active for the rest of the game and can never be toggled off again.	
