eid	origin	source	name	slot	rarity	groups	mechanic	status
E1343	braindump	random potential effects.csv:7	Noble Family card	skill			Each scored face card increases the points of the next scored face card by 1.	
E1344	braindump	gam draft.txt:1273	Non-5x5 ring layouts with hazards	map			Allow alternative ring layouts that are not 5x5, including prefilled zones with cards or hazards.	
E1345	braindump	random potential effects.csv:5	Non-scoring bonus card	skill			If this card is not part of any scoring hand, it gives 10 points.	
E1346	braindump	gam draft.txt:186	Null cards	type			Null cards take up space on the board and are highlighted on hover to show over the null space.	
E1347	braindump	gam draft.txt:1366	Oh Hell bid-exact-tricks rule	rule			Oh Hell!: players bid exactly how many tricks they intend to win after seeing their hand, capped at the hand size.	
E1348	braindump	gam draft.txt:1368	Oh Hell scoring rule	rule			Oh Hell!: 1 point per trick won, plus 10 bonus points for hitting your exact bid.	
E1349	braindump	gam draft.txt:1318	Old Maid pair-discard rule	rule			Old Maid: discard strict pairs from your hand; goal is to not be left holding the queen.	
E1350	braindump	gam draft.txt:726	Other chess-piece cards	skill			Other chess-piece cards can stack anywhere permitted by that piece's chess movement, discarding and taking the place of the card they land on.	
E1351	braindump	random potential effects.csv:4	Paintbrush card	skill			Cards placed on top of this card become the same suit as it.	
E1352	braindump	curated effects pre grid.csv:83	Paper (default type)	type			Default no-effect base material type; exists so every card has a type slot filled.	
E1353	braindump	random potential effects.csv:5	Parasite card	skill			Attaches to the next card placed on top of it; on submission, replaces the host card with the parasite card.	
E1354	braindump	todo.md:222	Patience meter mechanic	rule			Patience system: idle/non-scoring moves drain a patience meter (patience_max, ships at 3); reaching 0 auto-drops cards; rule cards can raise patience_max via a grant path.	
E1355	braindump	gam draft.txt:725	Pawn chess card	skill			Pawn: if stacked on the card above it, swaps places (moves up), or two above if bottommost; if stacked diagonally upward, replaces (captures) that card, discarding it.	
E1356	braindump	gam draft.txt:1174	Per-act injury chance	rule			Each act/trigger has a chance of creating an injury stack; injury stacks increase the chance of permanent retirement/death.	
E1357	braindump	gam draft.txt:1268e	Per-ring independent entrances	rule			Each ring/grid has its own independent 5-card entrance, and the player can play them in any order between rings, triggering effects whenever.	
E1358	braindump	gam draft.txt:434	Performance ring score multiplier	rule			Each 'ring' of 5 rows increases the score multiplier for cards scored within it (1st ring 1x, 2nd ring 2x, 3rd ring 3x, etc.).	
E1359	braindump	gam draft.txt:427	Performers and Feats rename	rule			Circus rename: cards are 'performers'; skills are 'feats'.	
E1360	braindump	gam draft.txt:516	Permanently-active toggle	stamp			Once activated, an effect stays active for the rest of the game and can no longer be toggled off.	
E1361	braindump	gam draft.txt:1020	Pickpocket card	skill			Pickpocket: adds an extra card to the deck if this card is never scored.	
E1362	braindump	gam draft.txt:59	Pickup vs legal placement	rule			A stack can be picked up from anywhere, but if the resulting stack is illegal it can only be placed back on the submission spot.	
E1363	braindump	gam draft.txt:1383	Pinochle meld types	rule			Pinochle: melds include runs (A-K-Q-J-10), marriages (King-Queen), the pinochle meld (J diamond + Q heart), and sets (4 Qs).	
E1364	braindump	gam draft.txt:259	Pip effects permanently active	rule			Pip effects (suit/rank abilities) should be permanently active, independent of the resolver class.	
E1365	braindump	pokerpatience.txt:10	Placed cards are locked by default	rule			By default, a card placed on an empty grid zone cannot be moved or have cards stacked on it; those actions are reserved for future effects.	
E1366	braindump	gam draft.txt:646	Player plans tour route length	map			Players plan their tour route ahead of time, starting with small tours and unlocking longer routes through more cities as they finish tours.	
E1367	braindump	gam draft.txt:231	Points increase by layer	rule			Points scored increase based on the layer/height a card is stacked at.	
E1368	braindump	gam draft.txt:1235	Poker hand scoring table	rule			Poker Patience scoring table (UK vs Barry scoring) for pair/two pair/three of a kind/straight/flush/full house/four of a kind/straight or royal flush.	
E1369	braindump	gam draft.txt:1230	Poker Patience adjacency placement	rule			Poker Patience variant: each new card placed must be adjacent or diagonal to a previously placed card, so the first card can end up anywhere in the final square.	
E1370	braindump	gam draft.txt:1229	Poker Patience base rule	rule			Poker Patience: lay out 25 cards into a 5x5 square, forming 10 poker hands from the 5 rows and 5 columns.	
E1371	braindump	gam draft.txt:1233	Poker Patience diagonal scoring variant	rule			Poker Patience variant: also count the 2 longest diagonals for additional scoring.	
E1372	braindump	gam draft.txt:1234	Poker Patience PvP mode	rule			Poker Patience PvP: one player calls out the next card and both players build their own square with the same cards in the same order.	
E1373	braindump	gam draft.txt:1232	Poker Patience win threshold	rule			Poker Patience: win if the total added score across rows and columns reaches 200 under Barry Scoring.	
E1374	braindump	gam draft.txt:1284	Poker shuffle: pre-commit reshuffle	skill			Poker Shuffle rule: allows shifting placed cards around before all 25 grid spaces are filled, effectively allowing a perfect hand.	
E1375	braindump	random potential effects.csv:4	Pot of Greed card	skill			When this card sits alone in a slot, discard it and replace with two cards from the deck.	
E1376	braindump	gam draft.txt:357	Power-sorted rarity tiers	meta			Create common base effects, then progressively stronger versions of those effects as separate, rarer cards; rarity is determined by how far a card climbs the effect-value ladder.	
E1377	braindump	gam draft.txt:469	Presentation-stage preview	view			Preview area is themed as a presentation stage where text scrolls but the card itself does not.	
E1378	braindump	gam draft.txt:1399	President climbing-rank rule	rule			President: each turn plays equal-or-higher rank or passes; 2s are highest, suit irrelevant.	
E1379	braindump	gam draft.txt:1400	President matched-count play rule	rule			President: subsequent players must match the number of cards the first player placed, at increasing rank.	
E1380	braindump	gam draft.txt:1403	President Palace hidden-hand variant	rule			Palace variant of President: play with 3 private cards, 3 face-up cards, and 3 face-down cards, playable only after the previous set is used.	
E1381	braindump	gam draft.txt:1402	President scum tribute rule	rule			President: the last player to empty their hand ('Scum') must give their two highest cards to the winner.	
E1382	braindump	gam draft.txt:369	Prestige system reshapes map odds	meta			Prestige currency from wins can be spent to manipulate the odds of cards/events spawning on the map, or to unlock true-vision (seeing the rule deck and true card descriptions).	
E1383	braindump	gam draft.txt:454	Producer/manager leader archetype	skill			Producer/manager leader archetype: focuses on token cards like gold-money cards and basic cards.	
E1384	braindump	gam draft.txt:498	Prop cards defined as feat-less	rule			Cards without feats (skills) are classified as 'prop' cards.	
E1385	braindump	gam draft.txt:483	Prop-hits-target mult gain	suit			Gain mult when a hoop passes through an animal/acrobat card, a knife misses a stuntsman, or a ball hits a juggler/animal; fire buffs cards it passes through.	
E1386	braindump	curated effects pre grid.csv:107	PropArtist hat	stamp			This card's suit prop effects still apply even if the card is talented (has a skill).	
E1387	braindump	gam draft.txt:1421	Pyramid entrance-match removal	rule			Pyramid/Golf Solitaire variant: remove a board card if it matches the current entrance card by a rule such as rank +/-1.	
E1388	braindump	gam draft.txt:1420	Pyramid pair-removal rule	rule			Pyramid/Golf Solitaire: remove pairs of cards from the board if they match or sum to 13.	
E1389	braindump	gam draft.txt:1049	Quest-chain triggered stage acts	meta			Story/quest acts are performed by triggering specific effects in a specific order, with the next quest section unlocking only after the previous one completes.	
E1390	braindump	random potential effects.csv:3	Rabbit card	skill			If this card is clicked/grabbed, it moves away to the furthest orthogonal location.	
E1391	braindump	pokerpatience.txt:6	Randomized placement on partial refill	rule			If the deck cannot refill the entire entrance zone, new card placement is randomized instead of the default left-to-right order.	
E1392	braindump	gam draft.txt:686	Rank as duplicate rule-card identifier	rule			Duplicate rule cards during creation use their rank as an identifier, e.g. zone-adder 1 has rank 1, zone-adder 5 has rank 5.	
E1393	braindump	todo.md:80	Rank-merging meld rule	skill			A comparator-bucket rank-merging meld rule multiplies a scored line's points based on line size (measured x2.0 at 5 cards up to x6.0 at 13, x5.1 at 30).	
E1394	braindump	gam draft.txt:354	Rarity affects card borders/shine	view			Rarer cards could have different borders and shine/holographic effects.	
E1395	braindump	todo.md:136	Rarity gates non-null rolls	rule			Rarity tiers currently gate only whether a stamp/skill/type roll is non-null, based on luck.	
E1396	braindump	pokerpatience.txt:15	Re-adding retriggers line scoring	rule			Removing a card from a completed 5-line and re-adding it retriggers that line's scoring event.	
E1397	braindump	gam draft.txt:18	Rearrange entrance cards	rule			Player can rearrange incoming/entrance cards before placing them.	
E1398	braindump	gam draft.txt:672	Repeatable entrance discard gambling	rule			Repeatedly discard entrance cards until satisfied, then commit them to drop; starts with 1 discard per turn (possibly a joker effect), allowing gambling for a better entrance hand.	
E1399	braindump	gam draft.txt:602	Retirement requires ability activation	rule			Cards cannot retire (leave play) until scored or until an ability is activated on them; with no ability, there is no retirement condition.	
E1400	braindump	gam draft.txt:270	Reveal-all active ability button	view			QOL: a half-open-eye button that opens fully, causing all cards with an eye stamp (or always-active cards) to push cards stacked on top downward so the active card is fully visible.	
E1401	braindump	gam draft.txt:56	Revealed cards act	rule			All revealed cards perform their abilities.	
E1402	braindump	gam draft.txt:564	Reward fast/lean wins	skill			Reward winning fast or with fewer cards via card effects, e.g. extra gold cards for winning faster, or buffs to cards remaining in the deck.	
E1403	braindump	random potential effects.csv:4	Rewrite card	skill			On entering the board, remembers the cards below it; on submission, replaces the same number of cards below it.	
E1404	braindump	gam draft.txt:1268	Ring unlocks per 25 deck cards	rule			Increase the number of grids/rings relative to cards in the deck, e.g. every 25 cards in the deck unlocks a new ring (with a max ring cap to avoid excess).	
E1405	braindump	gam draft.txt:441	Ringmaster leader card	skill			Ringmaster: no suit/rank; type makes it start in the entrance like other leaders; stamp lets it always be picked up and placed anywhere with nothing on top; skill keeps it on the board after submission.	
E1406	braindump	gam draft.txt:1115	Risk/reward doubled-points tricks	skill			Higher-tier tricks give better rewards but higher fail chance; players can manage risk with risk-lowering cards, or opt into doubled points for doubled risk.	
E1407	braindump	random potential effects.csv:3	Robber card	boss			Between turns, robbers steal high-value cards from the board.	
E1408	braindump	curated effects pre grid.csv:33	Rock Paper Scissors	suit			At game start randomly becomes rock, paper, or scissors; when stacking on another RPS card it must win RPS to stack (ties resolved by higher rank); stacks normally on non-RPS cards.	
E1409	braindump	curated effects pre grid.csv:53	Roman Numerals rank	rank			Ranks 1-12 that wrap on increase/decrease; time effect advances the rank by +1 per player action.	
E1410	braindump	gam draft.txt:1371	Romanian Whist variable hand size	rule			Romanian Whist: each round deals a different number of cards; must follow trump suit if unable to follow the leading suit.	
E1411	braindump	random potential effects.csv:9	Row card	type			Row-type card gives points to its row on score.	
E1412	braindump	pokerpatience.txt:9	Row/column scoring happens on placement	rule			Scoring occurs immediately as rows/columns are filled in, rather than on submit; pressing submit/end just fires its own hooks and ends the game without a separate scoring round, and can be pressed at any time.	
E1413	braindump	gam draft.txt:135	Row-first then simultaneous column scoring	rule			All row scoring happens first, then all 5 lanes are scored simultaneously with the same per-row scoring repeated for each column, returning scored cards that go through the card-effect loop and get elevated.	
E1414	braindump	gam draft.txt:120	Row-then-column top-down scoring order	rule			Submission evaluates top-down, one row at a time and 5 cards at a time, so poker hands score first while runs are calculated per column simultaneously.	
E1415	braindump	gam draft.txt:1264	Rows spanning multiple grids	rule			Allow super-long rows that span across multiple grids.	
E1416	braindump	gam draft.txt:576	Rule cards always globally spotlit	rule			Rule cards are a special card type whose top skill is always globally in the spotlight (active), making them not special from normal deck mechanics otherwise.	
E1417	braindump	gam draft.txt:307	Rule cards have random suit/rank	rule			Rule-deck cards carry a random suit and rank in case the player is able to extract them onto the playing field.	
E1418	braindump	gam draft.txt:586	Rules deck defines next/submit behavior	rule			Game rules (via the rules deck) determine what the Next and Submit buttons do; different rules decks per scenario, permanently changeable during a run.	
E1419	braindump	gam draft.txt:345	Rules-in-main-deck variant	meta			A deck variant where the rule deck is empty and all rules are embedded as cards in the main deck.	
E1420	braindump	gam draft.txt:317	Ruleset deck parsed at game creation	rule			On game creation, the ruleset deck is parsed to decide the board layout.	
E1421	braindump	gam draft.txt:1328	Rummy early-meld risk	rule			Rummy: melds can be placed face-up early to guarantee they count, but this risks other players adding to them for their own points.	
E1422	braindump	gam draft.txt:1325	Rummy meld types	rule			Rummy: scoring melds are a 3+ same-suit consecutive run, or a 3-4 same-rank set.	
E1423	braindump	gam draft.txt:1326	Rummy win condition	rule			Rummy: first to arrange the whole hand into melds with exactly 1 card left to discard wins.	
E1424	braindump	gam draft.txt:388	Score as damage vs antagonist	boss			Recontextualize the points system as damage dealt against an antagonist, similar to Slay the Spire enemy health.	
E1425	braindump	gam draft.txt:30	Score for 15	rule			Score 2 points for every combination that sums to 15.	
E1426	braindump	gam draft.txt:32	Score for pair	rule			Score 2 points for a pair.	
E1427	braindump	gam draft.txt:34	Score for quad	rule			Score 12 points for a quad.	
E1428	braindump	gam draft.txt:35	Score for run	rule			Score 3-7 points for a run of 3 to 7 cards.	
E1429	braindump	gam draft.txt:33	Score for triple	rule			Score 6 points for a triple.	
E1430	braindump	random potential effects.csv:9	Score input cards on submit	rule			On submit, score the entrance/input cards too, not just the board.	
E1431	braindump	gam draft.txt:14	Score slot as free space	rule			The score slot can be used as a free/empty space between deck clicks.	
E1432	braindump	gam draft.txt:465	Second-act type	type			Second-act card type shows up alone after half the deck is drawn.	
E1433	braindump	gam draft.txt:632	Secret melds via add-to-deck effects	rule			Secret melds to discover, implemented as cards with hidden on-add-to-deck effects that add new scoring rules.	
E1434	braindump	random potential effects.csv:3	Selection sort card	skill			Card moves up one position if the card above it has a smaller rank.	
E1435	braindump	gam draft.txt:242	Self-upgrading effect	skill			An effect that upgrades itself into a better version of itself if the player meets certain conditions.	
E1436	braindump	gam draft.txt:1389	Setback point-card trick bidding	rule			Setback/Pitch: different cards are worth different points, and players bid on how many point-carrying tricks they can win.	
E1437	braindump	gam draft.txt:1433	Sets-of-3 rank boost (Risk)	skill			Risk-inspired: sets of 3 matching cards trigger effects such as increased ranks.	
E1438	braindump	gam draft.txt:605	Shared charge system	rule			All charge-based effects share the same charge system, so anything with charges can gain more or less charge from different sources.	
E1439	braindump	gam draft.txt:360	Shop buy/sell in cards	meta			Shop sells cards priced in a stack of cards taken from the player's deck (equivalent value); card packs on the map add cards while the shop removes them; shop can sell packs too; reroll cost increases each use.	
E1440	braindump	todo.md:274	Shop & economy system	meta			Planned but unimplemented: a shop and economy system.	
E1441	braindump	gam draft.txt:644	Show-must-go-on weather hazards	boss			Negative weather effects are thematized as 'the show must go on'.	
E1442	braindump	gam draft.txt:285	Sin of Gluttony card	skill			Sin of Gluttony: a Hippo-type card with no value cap that can be fed from anywhere, including decks, permanently consuming cards without returning them.	
E1443	braindump	gam draft.txt:1307	Slapjack slap-on-jack rule	rule			Slapjack: everyone places a card in the middle; if it's a jack, first to slap the pile wins it.	
E1444	braindump	gam draft.txt:68	Sliced Bread card	skill			On submission, if there is a same-suit card later down the stack, gain a point for each card in between.	
E1445	braindump	gam draft.txt:537	Slot-machine pack opening	view			Card pack opening could show all possible cards from the pack cycling in the background slot-machine style, though the result is fixed by seed.	
E1446	braindump	random potential effects.csv:5	Snake card	skill			Smaller-rank cards below this card are consumed, leaving behind a temporary body card of the same rank.	
E1447	braindump	gam draft.txt:1305	Snap matching-pile call	rule			Snap: if a newly revealed card matches rank with any other player's pile, first to call 'snap' wins both piles.	
E1448	braindump	random potential effects.csv:5	Sniper card	skill			On next press, lowers the rank of the last-interacted card by one, discarding it if its rank reaches one.	
E1449	braindump	random potential effects.csv:3	Spaceship card	skill			This card can be placed in 'the void' (an otherwise-illegal empty/off-board slot).	
E1450	braindump	gam draft.txt:451	Special effects leader archetype	skill			Special-effects (fireworks) leader archetype: focuses on points/combo manipulation.	
E1451	braindump	gam draft.txt:1320	Spit legal-stack speed rule	rule			Spit/Speed: no turn order; players race to empty their hand onto shared center stacks under standard legal-stacking rules.	
E1452	braindump	gam draft.txt:1290	Spite and Malice communal foundations	rule			Spite and Malice: dispose of cards into up to 4 communal foundations built 1 through Queen (suits irrelevant, king wild); completed foundations are set aside.	
E1453	braindump	gam draft.txt:1291	Spite and Malice waste-pile rule	rule			Spite and Malice: personal waste piles accept 1 discard per turn and can only stack same-or-one-lower rank; top waste card can move to a foundation.	
E1454	braindump	todo.md:85	Split meld undercounts matches	rule			A split meld can show three matching cards on the board but only counts two toward the scored meld, with no on-screen cue explaining the discrepancy.	
E1455	braindump	gam draft.txt:519	Spotlight/focus rename	rule			'Active' is rebranded as Spotlight/Focus: cards that are unblocked (uncovered) are in the spotlight.	
E1456	braindump	gam draft.txt:406	Status effect array on cards	rule			Cards carry a status array (dictionary of status-effect name to value) processed by a rule card each turn.	
E1457	braindump	gam draft.txt:596	Storyteller point carryover	skill			Storyteller: preserves some points for the next game.	
E1458	braindump	random potential effects.csv:6	Stowaway card	skill			This card moves to the free slot if it is open, after being scored.	
E1459	braindump	gam draft.txt:108	Submit clears and cascades board	rule			Pressing submit scores everything and clears the board, with upper cards coming down to start a new board state without a full wipe.	
E1460	braindump	gam draft.txt:1435	Sudoku-rule grid bonus	rule			Sudoku-inspired: if the ranks in the grid satisfy Sudoku constraints, grant a bonus.	
E1461	braindump	gam draft.txt:511	Suit-nerfing towns	boss			Certain towns don't score certain suits at all, e.g. 'knifetown' gives no points for knife scoring, similarly firetown/juggletown/hooptown.	
E1462	braindump	gam draft.txt:482	Suit-specific prop movement	suit			Knives and hoops move horizontally across their scored row; balls and fire drop down their column.	
E1463	braindump	gam draft.txt:39	Survivor deck	map			Survivor deck: each suit represents a resource such as food, water, or a weapon.	
E1464	braindump	gam draft.txt:1346	Switch chaining +2/+4/skip/reverse	rule			Switch: ace is wild; 2s are +2 (chainable), 4s are +4 (chainable), 8 skips a turn, jack reverses turn order.	
E1465	braindump	gam draft.txt:328	Tap-to-force-trigger card	skill			A card that can force a linked on-trigger card to fire whenever it is tapped, likely via stacking.	
E1466	braindump	gam draft.txt:1417	Tetris shape-matching bonus tiles	skill			Tetris-inspired: certain board tiles want a random preset Tetris-piece shape placed on top (rotatable) for a bonus, matched by suit or rank.	
E1467	braindump	curated effects pre grid.csv:122	The Half Card talent	skill			On drop, splits into two half-cards along the diagonal (one keeps rank+hat, the other keeps only suit), changing stacking rules; recombines and scores its own meld if the two halves are stacked together on score; alt version splits the rank value in half between the two cards.	
E1468	braindump	random potential effects.csv:4	The One Ring card	skill			Player always knows exactly where this card is; if it is permanently destroyed, the match is won.	
E1469	braindump	gam draft.txt:428	Tips for overscoring	meta			Scoring is themed as audience excitement with cheering; player gains 'tips' currency for overscoring, playing as the Ringmaster.	
E1470	braindump	random potential effects.csv:13	Tornado card	boss			Affects a 1x1 area, or a scaling area based on random tornado scale, wherever it is played.	
E1471	braindump	todo.md:274	Tour planning system	map			Planned but unimplemented: a tour-planning system for choosing a route.	
E1472	braindump	gam draft.txt:510	Town-specific hazards	boss			Different towns present different hazards; e.g. performing at a volcano might cause lava hazards.	
E1473	braindump	random potential effects.csv:4	Trap card	skill			Creates an extra empty space; the next card placed there instead goes below this card, and the empty space is removed.	
E1474	braindump	gam draft.txt:350	Triangle map holes hold card packs	map			The triangle map can have holes that contain card packs instead of individual cards.	
E1475	braindump	gam draft.txt:146	Triangle map tier choice	map			Choose from the next 3 card options, moving the player up a tier of a triangle-shaped map and playing a match, repeating.	
E1476	braindump	gam draft.txt:1271	Trigger cross-ring effects while placing	skill			Allow using trigger effects from other rings while placing a card in the currently chosen ring.	
E1477	braindump	gam draft.txt:74	Trigger in deck seal	stamp			Seal: this card's effect can trigger while still in the deck.	
E1478	braindump	gam draft.txt:73	Trigger when hidden seal	stamp			Seal: this card's effect triggers even when hidden (covered).	
E1479	braindump	gam draft.txt:1352	Trump Fan Tan wild-suit rule	rule			Trump Fan Tan: one suit is wild; a wild-suit card taking another card's place forces that card to be played to the wild foundation.	
E1480	braindump	random potential effects.csv:7	Tsunami card	boss			Washes from the bottom upward, lowering the max card-stack count, then recedes.	
E1481	braindump	random potential effects.csv:7	Tunneler card	skill			Single cards placed on this card move to the bottom of the stack.	
E1482	braindump	random potential effects.csv:8	Turntable card	skill			Flips the entire board vertically.	
E1483	braindump	gam draft.txt:288	Uniqueness multiplier	rule			A multiplier that increases with every unique effect triggered during a run.	
E1484	braindump	gam draft.txt:331	Unlockable ruleset card packs	meta			A ruleset card pack that can be unlocked, allowing cards that change fundamental rules of the game.	
E1485	braindump	gam draft.txt:1277	Unused entrance cards persist	rule			Unused entrance cards stay in place for the next round rather than being replaced.	
E1486	braindump	gam draft.txt:613	Upgraded pack results with stamps	meta			Pack mulligan results can have a chance to be upgraded, including bonus types and stamps.	
E1487	braindump	gam draft.txt:557	Utter Chaos card	skill			Utter Chaos: becomes a random skill on every 'next' action.	
E1488	braindump	random potential effects.csv:27	Vampire Survivors edge-eating	boss			Vampires begin eating cards at the board's edge over N turns; the player must play all of them to remove the threat.	
E1489	braindump	gam draft.txt:335	Vampire Survivors-style prestige shop	meta			Prestige points system: each win grants points spendable in a menu to change the odds of cards appearing or to apply debuffs for more points.	
E1490	braindump	gam draft.txt:114	Vertical poker hands ability	skill			Ability that makes poker hands also considered vertically (columns), not just rows.	
E1491	braindump	gam draft.txt:1308	War tie-breaking rule	rule			War: higher rank wins both cards; on a tie, both players place face-down cards and the next comparison's winner takes everything.	
E1492	braindump	random potential effects.csv:5	Water material (moves down)	type			Water material type moves downward one position per turn.	
E1493	braindump	curated effects pre grid.csv:100	Water type	type			Always flows sideways into the shortest adjacent column.	
E1494	braindump	gam draft.txt:1358	Whist trick-taking rule	rule			Whist: highest card of the leading suit wins the trick, unless a trump is played, in which case the highest trump wins; trick winner leads next.	
E1495	braindump	gam draft.txt:1357	Whist trump-suit reveal	rule			Whist: the first card revealed determines the trump suit for the hand.	
E1496	braindump	gam draft.txt:261	Wild pip random selection	suit			Wild pip randomly chooses itself from among existing pips on the same board/row/column.	
E1497	braindump	gam draft.txt:260	Wild pip tracks previous pip	suit			A Wild pip type tracks and mimics whichever pip it last resolved to.	
E1498	braindump	curated effects pre grid.csv:62	Wild rank (copycat/understudy)	rank			Rank effectively 0 that simultaneously mimics any rank already present in the player's deck for rank-based effects like stacking and melds; behaves like Blank if nothing to copy.	
E1499	braindump	random potential effects.csv:20	Windy Day card	boss			Cards randomly shift over by 1 row/column because it's too windy.	
E1500	braindump	gam draft.txt:1441	Wordle-style hidden target card	skill			Wordle-inspired card: sets a randomized target rank/suit combo and reports whether the last placed card is wrong, close (wrong position), or correct; first correctly-placed row/column wins.	
E1501	braindump	gam draft.txt:657	World tour fame ramp	map			World tour: build fame across cities before reaching the final city; exceeding a city's score requirement raises the requirement for the next city.	
E1502	balatro	balatro	15 Minute City	challenge			Starts with an Eternal Ride the Bus and an Eternal Shortcut Joker; deck contains two copies of each face card and no Aces, 2s, or 3s.	
E1503	balatro	balatro	8 Ball	joker	Common		1 in 4 chance for each played 8 to create a Tarot card when scored.	
E1504	balatro	balatro	Abstract Joker	joker	Common		+3 Mult for each Joker card.	
E1505	balatro	balatro	Acrobat	joker	Uncommon		X3 Mult on final hand of round.	
E1506	balatro	balatro	Amber Acorn	boss_blind			Flips and shuffles the order of all Joker cards.	
