eid	origin	source	name	slot	rarity	groups	mechanic	status
E0865	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Dubplate	unknown			A custom exclusive card forged for the player's save file only; clash events let it be 'played' against rival shows.	
E0866	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Duck	skill			Pretends to consume cards (they secretly go to a hidden store, retrievable later) — a fake Gluttony.	
E0867	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Eating Contest	unknown			A sanctioned outing for Hippo/Gluttony/Tigers-family cards to consume the town's offering faster than a rival.	
E0868	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Egg Bag	skill			A container card that always appears 'empty' when checked but produces a card when it matters.	
E0869	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The Egress (event)	unknown			Following a mysterious sign skips the node entirely, with no reward and no risk.	
E0870	designdocs	DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Elimination Save	rule			When two cards would be destroyed/discarded at once, they duel and the winner survives.	
E0871	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Encore Exit	skill			Voluntarily discard this card mid-show; it is called back next turn at +rank.	
E0872	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Endless Fan	skill			Draw +1 card every turn while spotlit.	
E0873	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Equestrian (Astley)	type			Melds scored in the First Ring (first 5x5) get +mult.	
E0874	designdocs	DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries	The Erdnase Cipher	unknown			A card-author signature appears on random cards across many runs; collecting/scoring all of them unlocks an unexplained reward.	
E0875	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Exile (daily challenge)	unknown			An endless-mode vignette used as a hard, fixed daily-challenge layout.	
E0876	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Exploration Show	unknown			No score goal; only hidden bonuses to find in a pre-built board.	
E0877	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Faire	unknown			A reverse show where the town's audience are performers and the player's cards judge them, for easy fame.	
E0878	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Fanchant	rule			Melds are 'answered' by the crowd via delayed echo scoring once town loyalty is high enough.	
E0879	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Faro Bank	unknown			A gambling node where the house cheats, and the player may cheat back.	
E0880	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Fifteen	rank			Card also melds with any neighboring cards whose ranks sum to 15 (cribbage rule), as a rare pip ability rather than a default rule.	
E0881	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Fire (venue loss)	unknown			Lose a venue mid-tour; an insurance/rebuild choice defines the next act.	
E0882	designdocs	DESIGN_RECOMMENDATIONS.md §8 Towns, Bosses & Hazards	The Fire Marshal	boss			Flames-suit cards cannot score; Flames cards in the deck become Wax.	
E0883	designdocs	DESIGN_REFERENCES.md §A1 The Ancient World	The First Juggler	unknown			An ancient Balls-suit card grants an oldest-trick-in-the-book bonus for scoring the simplest possible meld.	
E0884	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Flash Mob	skill			Deploys the entire Entrance to the board in one action, once per show.	
E0885	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Flyting	unknown			An insult-duel against a town champion; the winner takes fame from the loser.	
E0886	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Foot Juggler	skill			Holds one card suspended in a sub-slot above itself, spinning, as a playable stored card.	
E0887	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Forged Ace	unknown			A counterfeit card of enormous value; if a town inspects it, the run's economy takes a penalty.	
E0888	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Free Show	unknown			A no-fee performance: heals the whole deck one debuff, gains no gold.	
E0889	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The friendly grapple (Glíma)	unknown			A no-stakes duel node to test a card against a boss's stats without risk.	
E0890	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Gaff	rank			Wild pip that displays a fixed rank/suit until scored, then reveals its true randomly-determined value.	
E0891	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Gathering	unknown			A festival node where every regional card pool is available at once, one purchase each.	
E0892	designdocs	DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries	The Ghost Show	unknown			After real-world midnight, one secret card can only be found in the menu.	
E0893	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Ghost Train	unknown			A blind node whose contents can't be previewed, offering better average rewards.	
E0894	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Giant	skill			Occupies a 2x2 board footprint, kept active by adjacent 'crew' cards.	
E0895	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Gift Exchange	unknown			Trade one of the player's cards for one of the town's, both sides choosing blind.	
E0896	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Golden Buzzer	consumable			Skips one town's requirement entirely, with confetti.	
E0897	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Grand Vanish	skill			Hides an entire column (can't be seen, targeted, or scored) for a turn, then it returns with interest.	
E0898	designdocs	DESIGN_REFERENCES.md §A9 Africa	The Griot	skill			Preserves score/combo between shows, and re-triggers one effect from the previous show.	
E0899	designdocs	DESIGN_REFERENCES.md §B1 Aerial & Wire	The Grip	skill			The bottom card of a stack holds everything above it legal, regardless of normal stacking rules.	
E0900	designdocs	DESIGN_REFERENCES.md §A9 Africa	The Guardian (Moko jumbie)	skill			From its column, reveals boss intentions one turn early.	
E0901	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Guest Star	unknown			A legendary card joins for exactly N shows then departs, unless a secret condition keeps it permanently.	
E0902	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Half card	rank			A half-rank card that takes up only half a slot, so two halves fit one board slot.	
E0903	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Hat	rule			After any show, an optional flourish converts leftover combo into gold instead of fame.	
E0904	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Headliner (Ace)	rank			Face-card rename; counts as high or low rank in runs (real solitaire ace rule).	
E0905	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Heel Turn	unknown			Flips the leader to heel mode mid-tour: new powers, every town's reaction changes, no going back this run.	
E0906	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The High Dive	skill			Drop a card from the top of a column to the bottom for points that scale with fall height.	
E0907	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Holdout	skill			Store one card outside the game; insert it into any stack at any moment (once); if a town 'searches' the player, it is lost.	
E0908	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Hologram Tour	skill			Resurrects one destroyed card for one show as an intangible Pepper's Ghost duplicate.	
E0909	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Hometown Hero	skill			Names the current town when scored, granting a small bonus in every town universally.	
E0910	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Hook	boss			A boss/town removes the player's weakest card mid-show unless it scored last submit.	
E0911	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Hunger Artist	skill			Gains +N for every consecutive show it stays in the deck unplayed; scores a huge burst when finally played, then resets.	
E0912	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Illustrated card	stamp			Can hold unlimited stamps but no other slot content.	
E0913	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Imitator	skill			A Gaff copy of another card in the deck that scores more than the original while the original is absent.	
E0914	designdocs	DESIGN_REFERENCES.md §A5 China	The Impersonation	skill			Copy the skill of a card that was destroyed this run.	
E0915	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Incubator	skill			Exhibited (covered) cards recover debuffs/ranks while 'on display.'	
E0916	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The Instrument	skill			A prop card keeps 'failing' (moving away) until finally played, then scores everything it dodged.	
E0917	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The interlude (Kyōgen)	unknown			A small comic bonus round between boss shows that heals debuffs.	
E0918	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The International Final	boss			Neighboring map regions 'vote': suits favored by regions the player toured generously score extra.	
E0919	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Invisible Wall	skill			Blocks one column with nothing: no card is there, but nothing can enter or leave for a turn.	
E0920	designdocs	DESIGN_RECOMMENDATIONS.md §3 Suits & Pips	The Joey (Jack)	rank			Face-card rename to a troupe role; unlocks 'Joey synergy' clown cards.	
E0921	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Joey (Grimaldi, leader)	type			Once per turn, free use of Slapstick (swap adjacent ranks).	
E0922	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Junk Orchestra	skill			Prop cards score by 'rhythm' (a positional pattern).	
E0923	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Kayfabe rule card	rule			While in play, all Gaffs/Humbugs count as real and score as what they pretend to be; removing it reverts everything.	
E0924	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Kickline	skill			A full-row Dancer formation bonus when all 5 columns' top cards share a suit.	
E0925	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Kite	skill			Launches a card above the board (out of play); it returns on a chosen later turn with a wind bonus.	
E0926	designdocs	DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Lantern Roast	unknown			The town satirizes the run's failures for laughs; accept for fame or take offense.	
E0927	designdocs	DESIGN_REFERENCES.md §A16 Africa & the Arctic	The Laughing Duel	unknown			A pattern-matching minigame against a town where breaking rhythm (misclicking/failing a meld) loses.	
E0928	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Lecture	unknown			An 'educational' framing converts any card's flavor text into fame.	
E0929	designdocs	DESIGN_RECOMMENDATIONS.md §6 Acrobat	The Leotard	skill			Cue: move this card and everything stacked above it to any column, legal or not.	
E0930	designdocs	DESIGN_REFERENCES.md §A5 China	The Lion	skill			A card is secretly two cards, splitting when destroyed; placing it harvests a bonus from the card beneath it.	
E0931	designdocs	DESIGN_REFERENCES.md §B4 Danger Acts	The Lion's Bride	skill			Scores for occupying the same column as a dangerous Animal card without being eaten.	
E0932	designdocs	DESIGN_REFERENCES.md §A11 South America	The Little Umbrella	skill			A prop card that lets its holder perform Acrobat moves.	
E0933	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Locked Room	unknown			A node requiring specific card types as 'keys' to open its reward.	
E0934	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Machine (fortune-teller)	unknown			Pay a gold card to receive a guaranteed true fact about the next 3 nodes.	
E0935	designdocs	DESIGN_RECOMMENDATIONS.md §6 Fortune Teller	The Major Arcana	consumable			22 unique one-shot consumables, e.g. The Tower destroys a column, The Wheel rerolls a row's ranks, The Hanged Man flips a stack's order.	
E0936	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Manager	skill			Cues an adjacent card's ability as its own action.	
E0937	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Marathon	boss			A multi-show gauntlet where the board does not fully reset between shows.	
E0938	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	The Marotte	stamp			The card carries a mini-copy of itself; if destroyed, the copy survives at rank 1.	
E0939	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Mask Wager	unknown			Stakes a card's stamp/identity in a duel; unmasking is permanent across the save file.	
E0940	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Masked Audience / One-on-One	rule			Fame sources are hidden around the board to be found; a One-on-One event performs for a single audience token for outsized intimate fame.	
E0941	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Mighty Atom	skill			A rank-3 card that can legally hold any size stack above it.	
E0942	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Minimal deck	unknown			No stamps, no types; pure pips and stacking only.	
E0943	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Mitt Camp	unknown			Pay for a reading: a true random fact about the run's future, seeded so it's always honest.	
E0944	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The modern Committee	unknown			Stake a Gaff against a huge prize; survive scrutiny for a fortune.	
E0945	designdocs	DESIGN_REFERENCES.md §A6 Japan	The Monkey (Sarumawashi)	skill			A token climbs one column per turn and cues whatever card it sits on.	
E0946	designdocs	DESIGN_REFERENCES.md §A11 South America	The Murga	skill			Scores based on the run's history: +points per boss beaten, per card lost, per event survived.	
E0947	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The Museum of Humbugs	unknown			Buy a cheap Gaff card that has a small chance of secretly being a Legendary.	
E0948	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The New Act	unknown			An unheard-of attraction (a mechanic not yet unlocked) previews for one show.	
E0949	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Ofrenda Show	unknown			For one night, destroyed and discarded cards return from the discard pile to perform a single show, then rest again.	
E0950	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Overrun	unknown			The show goes free (zero gold), but grants enormous permanent fame and permanently changes the town.	
E0951	designdocs	DESIGN_REFERENCES.md §A11 South America	The Ox	skill			Its destruction IS its act: the town celebrates (fame) when it's destroyed, and it revives next show.	
E0952	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Palace / death trail naming	unknown			The final city is named The Palace; circuits become route templates, with a 'death trail' as the hardest route.	
E0953	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Patch	consumable			Cancels one town penalty/hazard before it applies.	
E0954	designdocs	DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	The Pickup (dzhigitovka)	skill			During the Next-phase drop animation, snatch one falling card and redirect its column.	
E0955	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The Pie Car	unknown			Rest node: heal one debuff, or gamble at a rigged Three-Card Monte for a tiny chance of a big win.	
E0956	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Pitch Lottery	unknown			Bid gold cards for first pick of the next three nodes.	
E0957	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Pole (Mallakhamb)	skill			Buffs everything in its column, more so the taller the column grows.	
E0958	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Pose (Sandow)	skill			Scores by being displayed (spotlit doing nothing) rather than melded.	
E0959	designdocs	DESIGN_REFERENCES.md §F4 Dance, Drag & Ballroom	The Pose (Voguing)	rule			Holding a scored formation one extra beat grants bonus tips.	
