round,param,value,seed_mean,seed_min,coverage,hollow,keff,biome,spread,violations
1,max_landmasses,3,0.9142,0.5175,0.8306,0.0854,2.6290,0.8765,0.5929,3.0000
1,max_landmasses,6,0.9122,0.5208,0.8291,0.0881,2.7090,0.8765,0.5799,3.0000
1,max_landmasses,8,0.9035,0.5204,0.8247,0.0841,2.5800,0.8688,0.5790,3.0000
1,max_cross_ocean_per_band,0,0.8882,0.5026,0.8123,0.0843,2.5911,0.8572,0.5665,3.0000
1,max_cross_ocean_per_band,1,0.8982,0.5103,0.8175,0.0865,2.6881,0.8572,0.5771,3.0000
1,max_cross_ocean_per_band,2,0.8984,0.5103,0.8178,0.0861,2.6716,0.8572,0.5781,3.0000
1,max_cross_ocean_per_band,3,0.8983,0.5103,0.8179,0.0859,2.6649,0.8572,0.5781,3.0000
1,max_cross_ocean_per_band,4,0.8982,0.5103,0.8179,0.0858,2.6639,0.8572,0.5781,3.0000
1,water_crossing_ratio,0.05,0.8993,0.5026,0.8178,0.0872,2.7177,0.8572,0.5771,3.0000
1,water_crossing_ratio,0.125,0.9000,0.5103,0.8170,0.0883,2.7492,0.8572,0.5787,3.0000
1,water_crossing_ratio,0.275,0.8984,0.5103,0.8178,0.0860,2.6707,0.8572,0.5781,3.0000
1,water_crossing_ratio,0.325,0.8984,0.5103,0.8178,0.0861,2.6716,0.8572,0.5781,3.0000
1,water_crossing_ratio,0.45,0.8984,0.5103,0.8177,0.0861,2.6724,0.8572,0.5781,3.0000
1,start_end_island_penalty,0.0,0.9709,0.5134,0.8659,0.1026,3.1609,0.8671,0.6896,3.4000
1,start_end_island_penalty,1000.0,0.9000,0.5103,0.8170,0.0883,2.7492,0.8572,0.5787,3.0000
1,start_end_island_penalty,2000.0,0.9000,0.5103,0.8170,0.0883,2.7492,0.8572,0.5787,3.0000
1,start_end_island_penalty,3000.0,0.9000,0.5103,0.8170,0.0883,2.7492,0.8572,0.5787,3.0000
1,start_end_island_penalty,10000.0,0.9000,0.5103,0.8170,0.0883,2.7492,0.8572,0.5787,3.0000
1,start_end_min_connections,0,0.9709,0.5134,0.8659,0.1026,3.1609,0.8671,0.6896,3.4000
1,start_end_min_connections,2,0.9709,0.5134,0.8659,0.1026,3.1609,0.8671,0.6896,3.4000
1,start_end_min_connections,3,0.9709,0.5134,0.8659,0.1026,3.1609,0.8671,0.6896,3.4000
1,start_end_min_connections,5,0.9709,0.5134,0.8659,0.1026,3.1609,0.8671,0.6896,3.4000
1,start_end_min_connections,6,0.9709,0.5134,0.8659,0.1026,3.1609,0.8671,0.6896,3.4000
1,mountain_pass_bias,0.0,0.9574,0.5126,0.8538,0.1072,3.2862,0.8652,0.6653,3.4000
1,mountain_pass_bias,0.5,0.9635,0.5126,0.8608,0.1027,3.1527,0.8632,0.6803,3.4000
1,mountain_pass_bias,3.5,0.9734,0.5126,0.8673,0.1037,3.2149,0.8671,0.6896,3.4000
1,mountain_pass_bias,4.5,0.9732,0.5126,0.8675,0.1032,3.2018,0.8651,0.6896,3.4000
1,mountain_pass_bias,5.0,0.9731,0.5126,0.8676,0.1032,3.1975,0.8651,0.6896,3.4000
1,graph_anti_straight,0.0,0.9693,0.5126,0.8652,0.1018,3.1648,0.8671,0.6893,3.4000
1,graph_anti_straight,0.75,0.9740,0.5126,0.8673,0.1043,3.2363,0.8671,0.6896,3.4000
1,graph_anti_straight,1.75,0.9755,0.5126,0.8691,0.1039,3.1984,0.8671,0.6900,3.4000
1,graph_anti_straight,2.75,0.9756,0.5126,0.8693,0.1036,3.1851,0.8671,0.6909,3.4000
1,graph_anti_straight,3.0,0.9752,0.5126,0.8692,0.1033,3.1722,0.8671,0.6909,3.4000
1,graph_zigzag_penalty,0.0,0.9760,0.5126,0.8694,0.1038,3.1952,0.8671,0.6909,3.4000
1,graph_zigzag_penalty,20.0,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,graph_zigzag_penalty,80.0,0.9750,0.5134,0.8694,0.1029,3.1584,0.8671,0.6909,3.4000
1,graph_zigzag_penalty,180.0,0.9722,0.5134,0.8677,0.1022,3.1215,0.8671,0.6888,3.4000
1,graph_zigzag_penalty,200.0,0.9724,0.5134,0.8680,0.1022,3.1199,0.8671,0.6888,3.4000
1,failsafe_max_injected_nodes,0,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,failsafe_max_injected_nodes,20,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,failsafe_max_injected_nodes,30,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,failsafe_max_injected_nodes,60,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,failsafe_max_injected_nodes,80,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,graph_build_passes,1,0.9832,0.5102,0.8690,0.1040,3.1934,0.8649,0.6909,3.2500
1,graph_build_passes,2,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,graph_build_passes,3,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,graph_build_passes,4,0.9761,0.5134,0.8694,0.1040,3.1983,0.8671,0.6909,3.4000
1,city_dist_ratio,0.01,1.0205,0.7922,0.9006,0.1112,3.4783,0.8903,0.6947,3.3000
1,city_dist_ratio,0.015,1.0141,0.7922,0.9033,0.1050,3.2879,0.8866,0.6929,3.3500
1,city_dist_ratio,0.03,1.0048,0.8537,0.8943,0.0955,2.9869,0.8886,0.6997,3.2000
1,city_dist_ratio,0.05,1.0088,0.8544,0.8992,0.0984,3.0900,0.8886,0.6948,3.2500
1,city_dist_ratio,0.09,0.9981,0.7511,0.8862,0.0973,2.9979,0.8732,0.6886,3.1500
1,travel_dist_ratio,0.005,1.0211,0.7838,0.8901,0.1212,3.8745,0.8806,0.6991,3.3000
1,travel_dist_ratio,0.0275,1.0263,0.7924,0.9017,0.1145,3.6547,0.8826,0.7005,3.3000
1,travel_dist_ratio,0.03,1.0244,0.7940,0.8984,0.1169,3.6347,0.8922,0.6962,3.3000
1,travel_dist_ratio,0.0425,1.0219,0.7909,0.9044,0.1083,3.4053,0.8868,0.7070,3.3500
1,travel_dist_ratio,0.045,1.0224,0.7924,0.9040,0.1065,3.3483,0.8886,0.7075,3.3000
1,travel_per_city,5.0,1.0263,0.7924,0.9017,0.1145,3.6547,0.8826,0.7005,3.3000
1,travel_per_city,50.0,1.0185,0.7843,0.8991,0.1211,3.7715,0.8831,0.7033,3.5500
1,travel_per_city,70.0,1.0140,0.7727,0.8958,0.1066,3.3495,0.8691,0.7164,3.3500
1,travel_per_city,90.0,0.9844,0.7839,0.8833,0.0982,2.8730,0.8771,0.7014,3.4500
1,travel_per_city,120.0,1.0006,0.7901,0.8913,0.0957,2.7944,0.8810,0.7145,3.3000
2,outgoing,5,1.0192,0.7848,0.8918,0.1188,3.6425,0.8731,0.6946,3.3000
2,outgoing,6,1.0277,0.7924,0.9016,0.1159,3.7078,0.8826,0.7005,3.3000
2,min_outgoing_after_trim,1,1.0277,0.7924,0.9016,0.1159,3.7078,0.8826,0.7005,3.3000
2,min_outgoing_after_trim,2,0.9761,0.7424,0.9024,0.1136,3.6106,0.8826,0.7005,4.3000
2,min_outgoing_after_trim,3,0.9755,0.7424,0.9027,0.1127,3.5811,0.8826,0.7005,4.3000
2,edge_trim_chance,0.6,1.0256,0.7924,0.9026,0.1128,3.5904,0.8826,0.7005,3.3000
2,edge_trim_chance,0.7,1.0254,0.7919,0.9024,0.1129,3.5908,0.8826,0.7005,3.3000
2,edge_trim_chance,0.8,1.0262,0.7924,0.9022,0.1139,3.6300,0.8826,0.7005,3.3000
2,edge_trim_chance,0.9,1.0277,0.7924,0.9016,0.1159,3.7078,0.8826,0.7005,3.3000
2,nodes_between_cities,4,1.0277,0.7924,0.9016,0.1159,3.7078,0.8826,0.7005,3.3000
2,nodes_between_cities,5,1.0326,0.8049,0.9061,0.1158,3.7414,0.8883,0.7023,3.3000
2,nodes_between_cities,6,1.0309,0.8049,0.9092,0.1156,3.7379,0.8883,0.7042,3.4000
2,city_bottleneck_strength,0.2,1.0326,0.8049,0.9061,0.1158,3.7414,0.8883,0.7023,3.3000
2,city_bottleneck_strength,0.3,1.0335,0.8049,0.9055,0.1174,3.7982,0.8883,0.7023,3.3000
2,city_bottleneck_strength,0.4,1.0312,0.8049,0.9052,0.1182,3.8185,0.8883,0.7011,3.3500
2,city_bottleneck_strength,0.5,1.0352,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3500
2,city_bottleneck_strength,0.6,1.0312,0.8044,0.9033,0.1230,4.0030,0.8826,0.6995,3.4000
2,min_graph_width,4,0.9855,0.7549,0.8911,0.0974,2.9533,0.8812,0.6880,3.5000
2,min_graph_width,5,1.0267,0.8085,0.9047,0.1089,3.4326,0.8922,0.7126,3.3000
2,min_graph_width,6,0.9862,0.2013,0.8735,0.1076,3.3212,0.8686,0.7004,3.4000
2,max_landmasses,3,1.0267,0.8085,0.9047,0.1089,3.4326,0.8922,0.7126,3.3000
2,max_landmasses,4,1.0185,0.7966,0.9037,0.1052,3.3503,0.8940,0.7085,3.3500
2,max_landmasses,5,1.0228,0.8070,0.9009,0.1119,3.4329,0.8942,0.7096,3.3500
2,max_landmasses,6,1.0014,0.4825,0.8813,0.1124,3.5002,0.8882,0.7106,3.4000
2,max_cross_ocean_per_band,2,1.0352,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3500
2,max_cross_ocean_per_band,3,1.0377,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3000
2,water_crossing_ratio,0.05,1.0145,0.7955,0.8972,0.1172,3.7752,0.8845,0.7005,3.5000
2,water_crossing_ratio,0.075,1.0263,0.7955,0.9027,0.1219,3.9539,0.8865,0.7067,3.5000
2,water_crossing_ratio,0.1,1.0336,0.8049,0.9042,0.1226,3.9889,0.8885,0.7075,3.4000
2,water_crossing_ratio,0.125,1.0377,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3000
2,start_end_island_penalty,0.0,1.0377,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3000
2,start_end_island_penalty,1000.0,0.9297,0.4954,0.8349,0.1031,3.4781,0.8707,0.5967,3.1500
2,start_end_min_connections,0,1.0377,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3000
2,start_end_min_connections,1,1.0377,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3000
2,start_end_min_connections,2,1.0377,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3000
2,mountain_pass_bias,3.5,1.0377,0.8049,0.9056,0.1217,3.9554,0.8885,0.7016,3.3000
2,mountain_pass_bias,4.0,1.0391,0.8049,0.9053,0.1234,4.0241,0.8866,0.7015,3.3000
2,mountain_pass_bias,4.5,1.0393,0.8049,0.9054,0.1235,4.0319,0.8885,0.7015,3.3000
2,graph_anti_straight,1.75,1.0395,0.8044,0.9048,0.1242,4.0483,0.8885,0.7017,3.3000
2,graph_anti_straight,2.0,1.0393,0.8049,0.9049,0.1240,4.0410,0.8866,0.7017,3.3000
2,graph_anti_straight,2.25,1.0396,0.8049,0.9049,0.1242,4.0470,0.8866,0.7017,3.3000
2,graph_anti_straight,2.5,1.0386,0.8049,0.9053,0.1229,4.0043,0.8885,0.7015,3.3000
2,graph_anti_straight,2.75,1.0393,0.8049,0.9054,0.1235,4.0319,0.8885,0.7015,3.3000
2,graph_zigzag_penalty,0.0,1.0392,0.8049,0.9045,0.1243,4.0556,0.8866,0.7017,3.3000
2,graph_zigzag_penalty,20.0,1.0396,0.8049,0.9049,0.1242,4.0470,0.8866,0.7017,3.3000
2,failsafe_max_injected_nodes,0,1.0396,0.8049,0.9049,0.1242,4.0470,0.8866,0.7017,3.3000
2,failsafe_max_injected_nodes,10,1.0396,0.8049,0.9049,0.1242,4.0470,0.8866,0.7017,3.3000
2,failsafe_max_injected_nodes,20,1.0396,0.8049,0.9049,0.1242,4.0470,0.8866,0.7017,3.3000
2,graph_build_passes,1,1.0396,0.8049,0.9049,0.1242,4.0470,0.8866,0.7017,3.3000
2,graph_build_passes,2,1.0249,0.8049,0.9028,0.1170,3.6696,0.8828,0.7004,3.4000
2,city_dist_ratio,0.01,1.0270,0.8054,0.9048,0.1090,3.4226,0.8922,0.7129,3.3000
2,city_dist_ratio,0.015,1.0126,0.8049,0.8993,0.1045,3.2662,0.8865,0.7051,3.3500
2,travel_dist_ratio,0.0275,1.0270,0.8054,0.9048,0.1090,3.4226,0.8922,0.7129,3.3000
2,travel_dist_ratio,0.03,1.0167,0.8028,0.8997,0.1032,3.2395,0.8921,0.7051,3.2500
2,travel_per_city,5.0,1.0270,0.8054,0.9048,0.1090,3.4226,0.8922,0.7129,3.3000
2,travel_per_city,25.0,1.0270,0.8054,0.9048,0.1090,3.4226,0.8922,0.7129,3.3000
2,travel_per_city,45.0,1.0204,0.8065,0.9069,0.0982,3.0341,0.8903,0.7111,3.2500
2,travel_per_city,50.0,1.0153,0.8018,0.8965,0.1114,3.3469,0.8961,0.7096,3.4000
2,travel_per_city,54.5,1.0161,0.8080,0.9006,0.1035,3.2101,0.8941,0.6979,3.2500
3,outgoing,5,1.0214,0.8054,0.8974,0.1120,3.5472,0.8863,0.7084,3.3000
3,outgoing,6,1.0265,0.8049,0.9052,0.1081,3.3947,0.8922,0.7129,3.3000
3,min_outgoing_after_trim,1,1.0265,0.8049,0.9052,0.1081,3.3947,0.8922,0.7129,3.3000
3,min_outgoing_after_trim,2,0.9761,0.7544,0.9055,0.1074,3.3654,0.8922,0.7129,4.3000
3,edge_trim_chance,0.8,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,edge_trim_chance,0.9,1.0265,0.8049,0.9052,0.1081,3.3947,0.8922,0.7129,3.3000
3,nodes_between_cities,5,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,nodes_between_cities,6,0.9827,0.5624,0.8839,0.1007,3.1288,0.8823,0.7023,3.5500
3,city_bottleneck_strength,0.3,1.0157,0.8106,0.9029,0.1026,3.1819,0.8920,0.7105,3.3500
3,city_bottleneck_strength,0.4,1.0181,0.8106,0.9040,0.1016,3.1509,0.8920,0.7102,3.3000
3,city_bottleneck_strength,0.5,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,min_graph_width,5,1.0260,0.8054,0.9055,0.1073,3.3726,0.8922,0.7129,3.3000
3,min_graph_width,6,0.9875,0.2013,0.8730,0.1095,3.3840,0.8666,0.7000,3.4000
3,max_landmasses,3,1.0260,0.8054,0.9055,0.1073,3.3726,0.8922,0.7129,3.3000
3,max_landmasses,4,1.0174,0.8028,0.9050,0.1025,3.2613,0.8940,0.7095,3.3500
3,max_landmasses,5,1.0233,0.8065,0.9016,0.1117,3.4024,0.8942,0.7099,3.3500
3,max_cross_ocean_per_band,2,1.0265,0.8034,0.9050,0.1083,3.3937,0.8922,0.7129,3.3000
3,max_cross_ocean_per_band,3,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,water_crossing_ratio,0.1,1.0081,0.8054,0.8923,0.1113,3.4501,0.8902,0.7081,3.4500
3,water_crossing_ratio,0.125,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,start_end_island_penalty,0.0,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,start_end_island_penalty,1000.0,0.9144,0.5139,0.8290,0.0889,2.8631,0.8743,0.5859,3.0000
3,start_end_min_connections,0,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,start_end_min_connections,1,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,mountain_pass_bias,4.0,1.0260,0.8049,0.9048,0.1081,3.3931,0.8922,0.7126,3.3000
3,mountain_pass_bias,4.5,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,graph_anti_straight,1.75,1.0278,0.8054,0.9051,0.1095,3.4236,0.8922,0.7129,3.3000
3,graph_anti_straight,2.0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
3,graph_anti_straight,2.25,1.0266,0.8054,0.9051,0.1082,3.3950,0.8922,0.7129,3.3000
3,graph_zigzag_penalty,0.0,1.0265,0.8054,0.9051,0.1084,3.3996,0.8920,0.7117,3.3000
3,graph_zigzag_penalty,20.0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
3,failsafe_max_injected_nodes,0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
3,failsafe_max_injected_nodes,10,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
3,graph_build_passes,1,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
3,graph_build_passes,2,1.0074,0.8054,0.8958,0.1070,3.3863,0.8920,0.7082,3.4500
3,city_dist_ratio,0.01,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
3,city_dist_ratio,0.015,1.0130,0.8049,0.8999,0.1044,3.2435,0.8883,0.7051,3.3500
3,travel_dist_ratio,0.0275,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
3,travel_dist_ratio,0.03,1.0159,0.8023,0.8997,0.1025,3.2102,0.8921,0.7051,3.2500
3,travel_per_city,5.0,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
3,travel_per_city,10.0,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
3,travel_per_city,15.0,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
3,travel_per_city,20.0,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
3,travel_per_city,25.0,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
4,outgoing,5,1.0217,0.8054,0.8974,0.1122,3.5280,0.8863,0.7084,3.3000
4,outgoing,6,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,min_outgoing_after_trim,1,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,min_outgoing_after_trim,2,0.9769,0.7554,0.9053,0.1084,3.3826,0.8940,0.7129,4.3000
4,edge_trim_chance,0.8,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,edge_trim_chance,0.9,1.0281,0.8049,0.9047,0.1103,3.4494,0.8940,0.7129,3.3000
4,nodes_between_cities,5,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,nodes_between_cities,6,0.9829,0.5624,0.8838,0.1011,3.1371,0.8823,0.7023,3.5500
4,city_bottleneck_strength,0.4,1.0196,0.8106,0.9035,0.1036,3.2080,0.8920,0.7102,3.3000
4,city_bottleneck_strength,0.5,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,min_graph_width,5,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
4,min_graph_width,6,0.9874,0.1935,0.8730,0.1096,3.3842,0.8666,0.6995,3.4000
4,max_landmasses,3,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
4,max_landmasses,4,1.0162,0.8023,0.9044,0.1030,3.2748,0.8940,0.7051,3.3500
4,max_landmasses,5,1.0246,0.8070,0.9013,0.1133,3.4446,0.8942,0.7099,3.3500
4,max_cross_ocean_per_band,2,1.0281,0.8039,0.9047,0.1102,3.4463,0.8940,0.7129,3.3000
4,max_cross_ocean_per_band,3,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,water_crossing_ratio,0.1,1.0086,0.8054,0.8922,0.1119,3.4716,0.8920,0.7081,3.4500
4,water_crossing_ratio,0.125,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,start_end_island_penalty,0.0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,start_end_island_penalty,1000.0,0.9145,0.5139,0.8291,0.0890,2.8637,0.8743,0.5859,3.0000
4,start_end_min_connections,0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,start_end_min_connections,1,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,mountain_pass_bias,4.0,1.0276,0.8049,0.9044,0.1100,3.4475,0.8940,0.7129,3.3000
4,mountain_pass_bias,4.5,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,graph_anti_straight,1.75,1.0278,0.8054,0.9051,0.1095,3.4236,0.8922,0.7129,3.3000
4,graph_anti_straight,2.0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,graph_zigzag_penalty,0.0,1.0265,0.8054,0.9051,0.1084,3.3996,0.8920,0.7117,3.3000
4,graph_zigzag_penalty,20.0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,failsafe_max_injected_nodes,0,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,failsafe_max_injected_nodes,10,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,graph_build_passes,1,1.0283,0.8049,0.9047,0.1104,3.4533,0.8940,0.7129,3.3000
4,graph_build_passes,2,1.0074,0.8054,0.8958,0.1070,3.3863,0.8920,0.7082,3.4500
4,city_dist_ratio,0.01,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
4,city_dist_ratio,0.015,1.0130,0.8049,0.8999,0.1044,3.2435,0.8883,0.7051,3.3500
4,travel_dist_ratio,0.0275,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
4,travel_dist_ratio,0.03,1.0159,0.8023,0.8997,0.1025,3.2102,0.8921,0.7051,3.2500
4,travel_per_city,5.0,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
4,travel_per_city,10.0,1.0282,0.8049,0.9047,0.1102,3.4424,0.8940,0.7129,3.3000
phaseB,joint_0,-,0.9388,0.5250,-,-,-,-,-,-
phaseB,joint_1,-,0.9066,0.5139,-,-,-,-,-,-
phaseB,joint_2,-,0.8653,0.4633,-,-,-,-,-,-
phaseB,joint_3,-,0.9103,0.5133,-,-,-,-,-,-
phaseB,joint_4,-,0.8844,0.4750,-,-,-,-,-,-
phaseB,joint_5,-,0.9085,0.5139,-,-,-,-,-,-
phaseB,joint_6,-,0.8583,0.4633,-,-,-,-,-,-
phaseB,joint_7,-,0.9086,0.5139,-,-,-,-,-,-
phaseB,joint_8,-,0.9157,0.5139,-,-,-,-,-,-
phaseB,joint_9,-,0.8594,0.4639,-,-,-,-,-,-
phaseB,joint_10,-,0.8585,0.4639,-,-,-,-,-,-
phaseB,joint_11,-,0.9085,0.5139,-,-,-,-,-,-
phaseB,joint_12,-,0.8579,0.4633,-,-,-,-,-,-
phaseB,joint_13,-,0.9159,0.5139,-,-,-,-,-,-
phaseB,joint_14,-,0.9309,0.5256,-,-,-,-,-,-
phaseB,joint_15,-,0.9447,0.6295,-,-,-,-,-,-
phaseB,joint_16,-,0.9469,0.5629,-,-,-,-,-,-
phaseB,joint_17,-,0.9078,0.5133,-,-,-,-,-,-
phaseB,joint_18,-,0.8589,0.4639,-,-,-,-,-,-
phaseB,joint_19,-,0.9122,0.5139,-,-,-,-,-,-
phaseB,joint_20,-,0.9141,0.5139,-,-,-,-,-,-
phaseB,joint_21,-,0.8973,0.4736,-,-,-,-,-,-
phaseB,joint_22,-,0.8605,0.4639,-,-,-,-,-,-
phaseB,joint_23,-,0.8603,0.4633,-,-,-,-,-,-
phaseB,joint_24,-,0.8594,0.4639,-,-,-,-,-,-
phaseB,joint_25,-,0.9086,0.5133,-,-,-,-,-,-
phaseB,joint_26,-,0.8786,0.4763,-,-,-,-,-,-
phaseB,joint_27,-,0.8593,0.4633,-,-,-,-,-,-
phaseB,joint_28,-,0.8617,0.4639,-,-,-,-,-,-
phaseB,joint_29,-,0.9112,0.5133,-,-,-,-,-,-
phaseB,joint_30,-,0.8586,0.4639,-,-,-,-,-,-
phaseB,joint_31,-,0.8595,0.4639,-,-,-,-,-,-
phaseB,joint_32,-,0.8623,0.4639,-,-,-,-,-,-
