round,param,value,seed_mean,seed_min,coverage,hollow,keff,biome,spread,violations
1,min_graph_width,4,0.8628,0.4321,0.7811,0.1009,3.1901,0.8018,0.5230,3.0000
1,min_graph_width,6,0.8661,0.4883,0.7872,0.0997,3.1275,0.8132,0.5267,3.0500
1,max_landmasses,1,0.8657,0.4790,0.7838,0.1024,3.2042,0.8169,0.5279,3.0500
1,max_landmasses,3,0.8685,0.4889,0.7883,0.1014,3.1964,0.8169,0.5253,3.0500
1,max_landmasses,4,0.8661,0.4883,0.7872,0.0997,3.1275,0.8132,0.5267,3.0500
1,max_landmasses,6,0.8673,0.4918,0.7858,0.1025,3.2208,0.8131,0.5263,3.0500
1,max_landmasses,8,0.8679,0.4945,0.7858,0.1030,3.2420,0.8131,0.5263,3.0500
1,max_cross_ocean_per_band,0,0.8333,0.4280,0.7246,0.1429,4.6103,0.7534,0.4828,3.1000
1,max_cross_ocean_per_band,1,0.8473,0.4310,0.7348,0.1433,4.5983,0.7534,0.4867,3.0500
1,max_cross_ocean_per_band,2,0.8473,0.4310,0.7349,0.1433,4.5975,0.7534,0.4867,3.0500
1,max_cross_ocean_per_band,3,0.8473,0.4310,0.7349,0.1432,4.5966,0.7534,0.4867,3.0500
1,max_cross_ocean_per_band,4,0.8475,0.4310,0.7350,0.1432,4.5953,0.7534,0.4873,3.0500
1,water_crossing_ratio,0.05,0.8432,0.4306,0.7338,0.1421,4.5957,0.7592,0.4890,3.1000
1,water_crossing_ratio,0.075,0.8448,0.4306,0.7342,0.1431,4.6375,0.7592,0.4899,3.1000
1,water_crossing_ratio,0.125,0.8540,0.4310,0.7382,0.1451,4.6780,0.7553,0.4927,3.0500
1,water_crossing_ratio,0.35,0.8475,0.4310,0.7350,0.1432,4.5953,0.7534,0.4873,3.0500
1,water_crossing_ratio,0.45,0.8475,0.4310,0.7350,0.1432,4.5953,0.7534,0.4873,3.0500
1,start_end_island_penalty,0.0,0.9193,0.5412,0.7873,0.1609,5.1316,0.7745,0.6144,3.6500
1,start_end_island_penalty,1000.0,0.8540,0.4310,0.7382,0.1451,4.6780,0.7553,0.4927,3.0500
1,start_end_island_penalty,4000.0,0.8540,0.4310,0.7382,0.1451,4.6780,0.7553,0.4927,3.0500
1,start_end_island_penalty,6000.0,0.8540,0.4310,0.7382,0.1451,4.6780,0.7553,0.4927,3.0500
1,start_end_island_penalty,10000.0,0.8540,0.4310,0.7382,0.1451,4.6780,0.7553,0.4927,3.0500
1,start_end_min_connections,0,0.9193,0.5412,0.7873,0.1609,5.1316,0.7745,0.6144,3.6500
1,start_end_min_connections,3,0.9193,0.5412,0.7873,0.1609,5.1316,0.7745,0.6144,3.6500
1,start_end_min_connections,4,0.9193,0.5412,0.7873,0.1609,5.1316,0.7745,0.6144,3.6500
1,start_end_min_connections,5,0.9193,0.5412,0.7873,0.1609,5.1316,0.7745,0.6144,3.6500
1,start_end_min_connections,6,0.9193,0.5412,0.7873,0.1609,5.1316,0.7745,0.6144,3.6500
1,mountain_pass_bias,0.0,0.8939,0.5173,0.7711,0.1540,4.8682,0.7765,0.6049,3.6500
1,mountain_pass_bias,1.0,0.9146,0.5412,0.7868,0.1579,5.0139,0.7745,0.6098,3.6500
1,mountain_pass_bias,4.0,0.9293,0.5412,0.7921,0.1651,5.3129,0.7665,0.6186,3.6500
1,mountain_pass_bias,4.5,0.9124,0.5412,0.7870,0.1552,4.9514,0.7646,0.6108,3.6500
1,mountain_pass_bias,5.0,0.9127,0.5412,0.7871,0.1554,4.9565,0.7628,0.6108,3.6500
1,graph_anti_straight,0.0,0.9118,0.5418,0.7859,0.1559,4.9740,0.7646,0.6101,3.6500
1,graph_anti_straight,1.5,0.9299,0.5412,0.7905,0.1673,5.3892,0.7645,0.6183,3.6500
1,graph_anti_straight,1.75,0.9300,0.5412,0.7904,0.1675,5.3960,0.7645,0.6183,3.6500
1,graph_anti_straight,2.0,0.9275,0.5412,0.7893,0.1673,5.3773,0.7645,0.6137,3.6500
1,graph_anti_straight,3.0,0.9257,0.5412,0.7894,0.1657,5.3256,0.7645,0.6121,3.6500
1,graph_zigzag_penalty,0.0,0.9132,0.5412,0.7848,0.1583,5.0432,0.7608,0.6106,3.6500
1,graph_zigzag_penalty,40.0,0.9300,0.5412,0.7904,0.1675,5.3960,0.7645,0.6183,3.6500
1,graph_zigzag_penalty,100.0,0.9296,0.5412,0.7910,0.1665,5.3593,0.7685,0.6183,3.6500
1,graph_zigzag_penalty,140.0,0.9295,0.5412,0.7898,0.1677,5.4026,0.7685,0.6183,3.6500
1,graph_zigzag_penalty,200.0,0.9308,0.5412,0.7901,0.1679,5.4072,0.7685,0.6213,3.6500
1,failsafe_max_injected_nodes,0,0.9308,0.5412,0.7901,0.1679,5.4072,0.7685,0.6213,3.6500
1,failsafe_max_injected_nodes,20,0.9308,0.5412,0.7901,0.1679,5.4072,0.7685,0.6213,3.6500
1,failsafe_max_injected_nodes,30,0.9308,0.5412,0.7901,0.1679,5.4072,0.7685,0.6213,3.6500
1,failsafe_max_injected_nodes,50,0.9308,0.5412,0.7901,0.1679,5.4072,0.7685,0.6213,3.6500
1,failsafe_max_injected_nodes,80,0.9308,0.5412,0.7901,0.1679,5.4072,0.7685,0.6213,3.6500
1,graph_build_passes,1,0.9330,0.4563,0.7851,0.1701,5.5070,0.7682,0.6213,3.5500
1,graph_build_passes,2,0.9308,0.5412,0.7901,0.1679,5.4072,0.7685,0.6213,3.6500
1,graph_build_passes,3,0.9309,0.5424,0.7902,0.1678,5.4060,0.7685,0.6213,3.6500
1,graph_build_passes,4,0.9309,0.5424,0.7902,0.1678,5.4060,0.7685,0.6213,3.6500
1,city_dist_ratio,0.01,0.9685,0.4711,0.8392,0.1317,4.1877,0.8146,0.6602,3.3500
1,city_dist_ratio,0.025,0.9619,0.4563,0.8384,0.1258,3.9786,0.8261,0.6608,3.3500
1,city_dist_ratio,0.035,0.9618,0.5059,0.8433,0.1187,3.7342,0.8186,0.6590,3.3000
1,city_dist_ratio,0.08,0.9794,0.5067,0.8510,0.1296,4.0669,0.8010,0.6651,3.3500
1,city_dist_ratio,0.09,0.9739,0.5059,0.8479,0.1274,4.0163,0.7935,0.6743,3.4000
1,travel_dist_ratio,0.005,0.9735,0.6006,0.8393,0.1381,4.2469,0.7894,0.6546,3.3500
1,travel_dist_ratio,0.0075,0.9853,0.4926,0.8428,0.1360,4.2399,0.7953,0.6660,3.2000
1,travel_dist_ratio,0.01,0.9731,0.4961,0.8426,0.1276,3.9767,0.7972,0.6613,3.2500
1,travel_dist_ratio,0.025,0.9785,0.4942,0.8531,0.1193,3.7661,0.8147,0.6746,3.2500
1,travel_dist_ratio,0.045,0.9818,0.4987,0.8537,0.1197,3.6995,0.8104,0.6736,3.2000
1,travel_per_city,5.0,0.9853,0.4926,0.8428,0.1360,4.2399,0.7953,0.6660,3.2000
1,travel_per_city,60.0,0.9892,0.4561,0.8492,0.1348,4.3099,0.8089,0.6708,3.2500
1,travel_per_city,70.0,0.9452,0.4585,0.8306,0.1179,3.6327,0.8163,0.6467,3.3000
1,travel_per_city,105.0,0.9532,0.2768,0.8280,0.1251,3.8123,0.8244,0.6604,3.3000
1,travel_per_city,120.0,0.9436,0.2719,0.8251,0.1251,3.8221,0.8263,0.6536,3.4000
2,outgoing,4,0.9511,0.4420,0.7996,0.1587,4.9342,0.7701,0.6211,3.2500
2,outgoing,5,0.9692,0.4545,0.8265,0.1429,4.4688,0.7896,0.6492,3.2500
2,outgoing,6,0.9892,0.4561,0.8492,0.1348,4.3099,0.8089,0.6708,3.2500
2,min_outgoing_after_trim,1,0.9892,0.4561,0.8492,0.1348,4.3099,0.8089,0.6708,3.2500
2,min_outgoing_after_trim,2,0.9392,0.4061,0.8492,0.1348,4.3099,0.8089,0.6708,4.2500
2,min_outgoing_after_trim,3,0.9392,0.4061,0.8492,0.1348,4.3099,0.8089,0.6708,4.2500
2,edge_trim_chance,0.0,0.9892,0.4561,0.8492,0.1348,4.3099,0.8089,0.6708,3.2500
2,edge_trim_chance,0.2,0.9889,0.4553,0.8485,0.1351,4.3113,0.8089,0.6708,3.2500
2,edge_trim_chance,0.5,0.9893,0.4553,0.8459,0.1407,4.5036,0.8089,0.6708,3.3000
2,edge_trim_chance,0.6,0.9896,0.4552,0.8457,0.1412,4.5104,0.8089,0.6708,3.3000
2,edge_trim_chance,0.9,0.9886,0.4536,0.8364,0.1495,4.8035,0.8089,0.6708,3.3000
2,nodes_between_cities,5,0.9896,0.4552,0.8457,0.1412,4.5104,0.8089,0.6708,3.3000
2,nodes_between_cities,6,0.9827,0.4637,0.8380,0.1433,4.5549,0.8169,0.6558,3.2500
2,nodes_between_cities,7,0.9835,0.4637,0.8387,0.1488,4.7709,0.8153,0.6539,3.3500
2,nodes_between_cities,8,0.9760,0.4629,0.8406,0.1421,4.6240,0.8151,0.6531,3.4000
2,city_bottleneck_strength,0.34,0.9814,0.4561,0.8435,0.1376,4.3514,0.8109,0.6611,3.3000
2,city_bottleneck_strength,0.4,0.9815,0.4552,0.8431,0.1381,4.3710,0.8109,0.6611,3.3000
2,city_bottleneck_strength,0.5,0.9805,0.4561,0.8437,0.1365,4.3293,0.8109,0.6611,3.3000
2,city_bottleneck_strength,0.8,0.9883,0.4544,0.8467,0.1389,4.4322,0.8109,0.6708,3.3000
2,city_bottleneck_strength,1.0,0.9896,0.4552,0.8457,0.1412,4.5104,0.8089,0.6708,3.3000
2,min_graph_width,4,0.9431,0.5008,0.8239,0.1189,3.7305,0.7970,0.6613,3.3000
2,min_graph_width,5,0.9305,0.2889,0.8200,0.1237,3.8115,0.8076,0.6173,3.3500
2,min_graph_width,6,0.9884,0.4544,0.8470,0.1386,4.4278,0.8089,0.6708,3.3000
2,max_landmasses,3,0.9884,0.4544,0.8470,0.1386,4.4278,0.8089,0.6708,3.3000
2,max_landmasses,5,0.9798,0.4881,0.8447,0.1378,4.4096,0.8111,0.6693,3.4000
2,max_landmasses,6,0.9675,0.2918,0.8370,0.1361,4.3582,0.8091,0.6575,3.4000
2,max_landmasses,7,0.9702,0.4009,0.8396,0.1358,4.3192,0.8092,0.6591,3.4000
2,max_landmasses,8,0.9704,0.4009,0.8394,0.1363,4.3338,0.8092,0.6591,3.4000
2,max_cross_ocean_per_band,3,0.9897,0.4552,0.8457,0.1413,4.5151,0.8089,0.6708,3.3000
2,max_cross_ocean_per_band,4,0.9896,0.4552,0.8457,0.1412,4.5104,0.8089,0.6708,3.3000
2,water_crossing_ratio,0.1025,0.9860,0.4552,0.8477,0.1404,4.4888,0.8050,0.6716,3.4000
2,water_crossing_ratio,0.15,0.9907,0.4552,0.8460,0.1420,4.5183,0.8089,0.6708,3.3000
2,water_crossing_ratio,0.325,0.9921,0.4552,0.8444,0.1440,4.5751,0.8089,0.6650,3.2500
2,water_crossing_ratio,0.35,0.9921,0.4552,0.8444,0.1440,4.5751,0.8089,0.6650,3.2500
2,water_crossing_ratio,0.3725,0.9946,0.5052,0.8444,0.1440,4.5751,0.8089,0.6650,3.2000
2,start_end_island_penalty,0.0,0.9946,0.5052,0.8444,0.1440,4.5751,0.8089,0.6650,3.2000
2,start_end_island_penalty,1000.0,0.9163,0.4883,0.8016,0.1240,4.1294,0.7976,0.5629,3.0000
2,start_end_min_connections,0,0.9946,0.5052,0.8444,0.1440,4.5751,0.8089,0.6650,3.2000
2,start_end_min_connections,1,0.9946,0.5052,0.8444,0.1440,4.5751,0.8089,0.6650,3.2000
2,start_end_min_connections,2,0.9946,0.5052,0.8444,0.1440,4.5751,0.8089,0.6650,3.2000
2,start_end_min_connections,3,0.9946,0.5052,0.8444,0.1440,4.5751,0.8089,0.6650,3.2000
2,mountain_pass_bias,0.7,0.9777,0.4878,0.8349,0.1413,4.4750,0.8073,0.6461,3.2000
2,mountain_pass_bias,1.0,0.9845,0.4872,0.8373,0.1451,4.6376,0.8071,0.6481,3.2000
2,mountain_pass_bias,2.0,0.9846,0.4934,0.8376,0.1441,4.5766,0.8029,0.6516,3.2000
2,mountain_pass_bias,3.0,0.9856,0.5052,0.8419,0.1399,4.4153,0.8069,0.6553,3.2000
2,mountain_pass_bias,4.3,0.9942,0.5052,0.8434,0.1445,4.5880,0.8089,0.6650,3.2000
2,graph_anti_straight,1.5,0.9890,0.5052,0.8427,0.1404,4.4587,0.8089,0.6635,3.2000
2,graph_anti_straight,1.75,0.9942,0.5052,0.8434,0.1445,4.5880,0.8089,0.6650,3.2000
2,graph_zigzag_penalty,24.0,0.9864,0.5044,0.8375,0.1449,4.5634,0.7973,0.6560,3.2000
2,graph_zigzag_penalty,100.0,0.9919,0.5052,0.8438,0.1421,4.5268,0.8089,0.6636,3.2000
2,graph_zigzag_penalty,120.0,0.9931,0.5052,0.8433,0.1440,4.5750,0.8089,0.6636,3.2000
2,graph_zigzag_penalty,180.0,0.9948,0.5052,0.8438,0.1447,4.5970,0.8089,0.6650,3.2000
2,graph_zigzag_penalty,200.0,0.9942,0.5052,0.8434,0.1445,4.5880,0.8089,0.6650,3.2000
2,failsafe_max_injected_nodes,0,0.9948,0.5052,0.8438,0.1447,4.5970,0.8089,0.6650,3.2000
2,failsafe_max_injected_nodes,10,0.9948,0.5052,0.8438,0.1447,4.5970,0.8089,0.6650,3.2000
2,failsafe_max_injected_nodes,20,0.9948,0.5052,0.8438,0.1447,4.5970,0.8089,0.6650,3.2000
2,graph_build_passes,1,0.9948,0.5052,0.8438,0.1447,4.5970,0.8089,0.6650,3.2000
2,graph_build_passes,2,0.9940,0.5052,0.8451,0.1451,4.6025,0.8069,0.6650,3.2500
2,graph_build_passes,3,0.9940,0.5052,0.8450,0.1452,4.6053,0.8069,0.6650,3.2500
2,city_dist_ratio,0.08,0.9941,0.5044,0.8453,0.1425,4.5281,0.8089,0.6650,3.2000
2,city_dist_ratio,0.085,1.0005,0.5044,0.8404,0.1527,4.8293,0.8016,0.6596,3.1500
2,city_dist_ratio,0.09,0.9893,0.5036,0.8406,0.1428,4.4916,0.7995,0.6531,3.1500
2,travel_dist_ratio,0.005,0.9925,0.4893,0.8309,0.1573,4.9921,0.7974,0.6572,3.2000
2,travel_dist_ratio,0.01,0.9612,0.5069,0.8295,0.1294,3.9999,0.8088,0.6490,3.2000
2,travel_dist_ratio,0.015,0.9887,0.5060,0.8463,0.1330,4.1874,0.8066,0.6779,3.2000
2,travel_dist_ratio,0.025,0.9850,0.5052,0.8453,0.1300,4.0315,0.8147,0.6791,3.2000
2,travel_dist_ratio,0.045,0.9721,0.5017,0.8430,0.1234,3.8122,0.8128,0.6630,3.2000
2,travel_per_city,5.0,0.9818,0.6006,0.8340,0.1507,4.6992,0.7758,0.6584,3.3500
2,travel_per_city,15.0,0.9818,0.6006,0.8340,0.1507,4.6992,0.7758,0.6584,3.3500
2,travel_per_city,25.0,0.9818,0.6006,0.8340,0.1507,4.6992,0.7758,0.6584,3.3500
2,travel_per_city,30.0,0.9818,0.6006,0.8340,0.1507,4.6992,0.7758,0.6584,3.3500
2,travel_per_city,65.0,0.9832,0.6271,0.8375,0.1474,4.5666,0.8089,0.6530,3.3000
3,outgoing,5,0.9408,0.6215,0.8094,0.1384,4.1361,0.7877,0.6324,3.3000
3,outgoing,6,0.9829,0.6226,0.8367,0.1479,4.5890,0.8089,0.6530,3.3000
3,min_outgoing_after_trim,1,0.9829,0.6226,0.8367,0.1479,4.5890,0.8089,0.6530,3.3000
3,min_outgoing_after_trim,2,0.9322,0.5706,0.8371,0.1468,4.5454,0.8089,0.6530,4.3000
3,edge_trim_chance,0.5,0.9832,0.6264,0.8377,0.1472,4.5690,0.8089,0.6530,3.3000
3,edge_trim_chance,0.6,0.9829,0.6226,0.8367,0.1479,4.5890,0.8089,0.6530,3.3000
3,nodes_between_cities,5,0.9832,0.6264,0.8377,0.1472,4.5690,0.8089,0.6530,3.3000
3,nodes_between_cities,6,0.9614,0.5503,0.8354,0.1299,3.9611,0.8153,0.6443,3.3000
3,nodes_between_cities,7,0.9846,0.6316,0.8396,0.1439,4.5600,0.8169,0.6645,3.3000
3,city_bottleneck_strength,0.8,0.9865,0.6329,0.8407,0.1447,4.5802,0.8149,0.6645,3.3000
3,city_bottleneck_strength,0.9,0.9860,0.6316,0.8399,0.1450,4.5820,0.8149,0.6645,3.3000
3,city_bottleneck_strength,1.0,0.9846,0.6316,0.8396,0.1439,4.5600,0.8169,0.6645,3.3000
3,min_graph_width,4,0.9692,0.6985,0.8394,0.1303,3.9813,0.8249,0.6478,3.2500
3,min_graph_width,5,0.9694,0.4196,0.8278,0.1397,4.2981,0.8117,0.6579,3.2500
3,min_graph_width,6,0.9969,0.6738,0.8519,0.1408,4.3504,0.8134,0.6669,3.2500
3,max_landmasses,3,0.9969,0.6738,0.8519,0.1408,4.3504,0.8134,0.6669,3.2500
3,max_landmasses,4,0.9822,0.5262,0.8365,0.1409,4.3666,0.8094,0.6692,3.2500
3,max_landmasses,5,1.0042,0.7156,0.8554,0.1415,4.3756,0.8115,0.6694,3.2000
3,max_cross_ocean_per_band,3,0.9865,0.6329,0.8407,0.1447,4.5802,0.8149,0.6645,3.3000
3,max_cross_ocean_per_band,4,0.9867,0.6329,0.8406,0.1450,4.5904,0.8149,0.6645,3.3000
3,water_crossing_ratio,0.325,0.9842,0.5829,0.8406,0.1450,4.5904,0.8149,0.6645,3.3500
3,water_crossing_ratio,0.35,0.9842,0.5829,0.8406,0.1450,4.5904,0.8149,0.6645,3.3500
3,water_crossing_ratio,0.375,0.9867,0.6329,0.8406,0.1450,4.5904,0.8149,0.6645,3.3000
3,start_end_island_penalty,0.0,0.9867,0.6329,0.8406,0.1450,4.5904,0.8149,0.6645,3.3000
3,start_end_island_penalty,1000.0,0.8920,0.4966,0.7797,0.1253,4.1731,0.7984,0.5377,2.9500
3,start_end_min_connections,0,0.9867,0.6329,0.8406,0.1450,4.5904,0.8149,0.6645,3.3000
3,start_end_min_connections,1,0.9867,0.6329,0.8406,0.1450,4.5904,0.8149,0.6645,3.3000
3,mountain_pass_bias,3.0,0.9883,0.6322,0.8411,0.1460,4.6363,0.8169,0.6645,3.3000
3,mountain_pass_bias,3.5,0.9878,0.6329,0.8406,0.1461,4.6318,0.8149,0.6645,3.3000
3,mountain_pass_bias,4.0,0.9862,0.6322,0.8406,0.1445,4.5650,0.8149,0.6645,3.3000
3,mountain_pass_bias,4.43,0.9858,0.6329,0.8395,0.1451,4.5957,0.8149,0.6645,3.3000
3,graph_anti_straight,1.5,0.9862,0.6329,0.8398,0.1454,4.6147,0.8169,0.6645,3.3000
3,graph_anti_straight,1.75,0.9883,0.6322,0.8411,0.1460,4.6363,0.8169,0.6645,3.3000
3,graph_zigzag_penalty,180.0,0.9883,0.6322,0.8411,0.1460,4.6363,0.8169,0.6645,3.3000
3,graph_zigzag_penalty,200.0,0.9892,0.6322,0.8407,0.1474,4.6783,0.8169,0.6645,3.3000
3,failsafe_max_injected_nodes,0,0.9892,0.6322,0.8407,0.1474,4.6783,0.8169,0.6645,3.3000
3,failsafe_max_injected_nodes,10,0.9892,0.6322,0.8407,0.1474,4.6783,0.8169,0.6645,3.3000
3,graph_build_passes,1,0.9892,0.6322,0.8407,0.1474,4.6783,0.8169,0.6645,3.3000
3,graph_build_passes,2,0.9889,0.6329,0.8415,0.1463,4.6148,0.8191,0.6645,3.3000
3,graph_build_passes,3,0.9889,0.6329,0.8415,0.1463,4.6148,0.8191,0.6645,3.3000
3,city_dist_ratio,0.08,0.9977,0.7092,0.8532,0.1472,4.4083,0.8213,0.6591,3.3500
3,city_dist_ratio,0.085,0.9898,0.7166,0.8542,0.1352,4.1789,0.8135,0.6615,3.3000
3,travel_dist_ratio,0.005,0.9977,0.7092,0.8532,0.1472,4.4083,0.8213,0.6591,3.3500
3,travel_dist_ratio,0.0075,0.9744,0.7082,0.8502,0.1295,4.0241,0.8269,0.6488,3.3500
3,travel_dist_ratio,0.01,0.9797,0.7161,0.8616,0.1222,3.7881,0.8246,0.6537,3.3500
3,travel_dist_ratio,0.0125,0.9894,0.7190,0.8656,0.1196,3.6834,0.8376,0.6667,3.2500
3,travel_dist_ratio,0.015,1.0006,0.7190,0.8751,0.1142,3.5136,0.8380,0.6852,3.2000
3,travel_per_city,5.0,1.0006,0.7190,0.8751,0.1142,3.5136,0.8380,0.6852,3.2000
3,travel_per_city,10.0,1.0006,0.7190,0.8751,0.1142,3.5136,0.8380,0.6852,3.2000
3,travel_per_city,25.0,1.0006,0.7190,0.8751,0.1142,3.5136,0.8380,0.6852,3.2000
3,travel_per_city,30.0,1.0006,0.7190,0.8751,0.1142,3.5136,0.8380,0.6852,3.2000
3,travel_per_city,70.0,0.9770,0.6394,0.8558,0.1159,3.6023,0.8382,0.6811,3.3000
4,outgoing,5,0.9918,0.7156,0.8609,0.1252,3.7737,0.8322,0.6728,3.2500
4,outgoing,6,0.9949,0.7181,0.8746,0.1141,3.5030,0.8380,0.6852,3.3000
4,min_outgoing_after_trim,1,0.9949,0.7181,0.8746,0.1141,3.5030,0.8380,0.6852,3.3000
4,min_outgoing_after_trim,2,0.9490,0.6685,0.8750,0.1127,3.4545,0.8380,0.6852,4.2000
4,edge_trim_chance,0.5,0.9949,0.7181,0.8746,0.1141,3.5030,0.8380,0.6852,3.3000
4,edge_trim_chance,0.6,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,nodes_between_cities,5,0.9754,0.7753,0.8608,0.1135,3.4155,0.8305,0.6647,3.3000
4,nodes_between_cities,6,0.9720,0.5688,0.8528,0.1140,3.5136,0.8323,0.6809,3.3000
4,nodes_between_cities,7,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,city_bottleneck_strength,0.8,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,city_bottleneck_strength,0.9,0.9927,0.7181,0.8748,0.1141,3.5094,0.8380,0.6852,3.3500
4,min_graph_width,5,0.9565,0.3386,0.8413,0.1136,3.4707,0.8416,0.6665,3.3000
4,min_graph_width,6,0.9930,0.7195,0.8742,0.1150,3.5128,0.8380,0.6852,3.3500
4,max_landmasses,3,0.9900,0.6740,0.8717,0.1109,3.4333,0.8438,0.6795,3.2500
4,max_landmasses,4,0.9707,0.5495,0.8576,0.1076,3.3565,0.8358,0.6822,3.3000
4,max_landmasses,5,0.9930,0.7195,0.8742,0.1150,3.5128,0.8380,0.6852,3.3500
4,max_cross_ocean_per_band,3,0.9960,0.7185,0.8743,0.1154,3.5429,0.8380,0.6852,3.3000
4,max_cross_ocean_per_band,4,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,water_crossing_ratio,0.325,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,water_crossing_ratio,0.35,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,water_crossing_ratio,0.375,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,start_end_island_penalty,0.0,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,start_end_island_penalty,1000.0,0.8969,0.4855,0.8104,0.0946,3.0264,0.8303,0.5677,3.0000
4,start_end_min_connections,0,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,start_end_min_connections,1,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,mountain_pass_bias,3.0,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,mountain_pass_bias,3.5,0.9919,0.7171,0.8746,0.1135,3.4745,0.8342,0.6850,3.3500
4,graph_anti_straight,1.5,0.9924,0.7176,0.8721,0.1145,3.5011,0.8362,0.6833,3.3000
4,graph_anti_straight,1.75,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,graph_zigzag_penalty,180.0,0.9956,0.7190,0.8743,0.1150,3.5202,0.8380,0.6852,3.3000
4,graph_zigzag_penalty,200.0,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,failsafe_max_injected_nodes,0,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,failsafe_max_injected_nodes,10,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,graph_build_passes,1,0.9984,0.7185,0.8744,0.1153,3.5396,0.8380,0.6852,3.2500
4,graph_build_passes,2,0.9947,0.7181,0.8739,0.1170,3.5999,0.8402,0.6852,3.3500
4,city_dist_ratio,0.08,0.9930,0.7195,0.8742,0.1150,3.5128,0.8380,0.6852,3.3500
4,city_dist_ratio,0.085,0.9804,0.6175,0.8605,0.1067,3.3082,0.8400,0.6730,3.1000
4,travel_dist_ratio,0.005,1.0006,0.7096,0.8521,0.1512,4.5307,0.8213,0.6591,3.3500
