round,param,value,seed_mean,seed_min,coverage,hollow,keff,biome,spread,violations
1,min_cities_visited,3,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,min_cities_visited,7,0.8997,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,2.7500
1,min_cities_visited,10,0.8872,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,3.0000
1,min_cities_visited,26,0.8872,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,3.0000
1,min_cities_visited,30,0.8872,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,3.0000
1,min_cities_visited,40,0.8872,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,3.0000
1,min_cities_visited,50,0.8872,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,3.0000
1,max_cities_visited,3,0.8872,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,3.0000
1,max_cities_visited,4,0.8872,0.7846,0.7978,0.0958,3.1551,0.8332,0.5743,3.0000
1,max_cities_visited,22,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,max_cities_visited,26,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,max_cities_visited,32,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,max_cities_visited,35,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,max_cities_visited,36,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,max_cities_visited,60,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,city_bottleneck_strength,0.0,0.9280,0.8360,0.8101,0.0772,2.3956,0.8424,0.5627,2.0000
1,city_bottleneck_strength,0.2,0.9433,0.8355,0.8193,0.0817,2.6806,0.8517,0.5692,2.0000
1,city_bottleneck_strength,0.3,0.9447,0.8358,0.8145,0.0880,2.8381,0.8517,0.5692,2.0000
1,city_bottleneck_strength,0.5,0.9372,0.8346,0.7978,0.0958,3.1551,0.8332,0.5743,2.0000
1,city_bottleneck_strength,0.6,0.9467,0.8352,0.8131,0.0900,2.9380,0.8424,0.5743,2.0000
1,city_bottleneck_strength,0.7,0.9464,0.8358,0.8140,0.0888,2.8844,0.8424,0.5743,2.0000
1,city_bottleneck_strength,0.9,0.9462,0.8346,0.8202,0.0813,2.6390,0.8424,0.5792,2.0000
1,city_bottleneck_strength,1.0,0.9459,0.8358,0.8195,0.0815,2.6750,0.8424,0.5792,2.0000
1,min_graph_width,1,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,min_graph_width,2,0.9467,0.8352,0.8131,0.0900,2.9380,0.8424,0.5743,2.0000
1,min_graph_width,3,0.9467,0.8352,0.8131,0.0900,2.9380,0.8424,0.5743,2.0000
1,min_graph_width,4,0.9467,0.8352,0.8131,0.0900,2.9380,0.8424,0.5743,2.0000
1,min_graph_width,5,0.9467,0.8352,0.8131,0.0900,2.9380,0.8424,0.5743,2.0000
1,min_graph_width,6,0.9467,0.8352,0.8131,0.0900,2.9380,0.8424,0.5743,2.0000
1,max_landmasses,1,1.0117,0.9386,0.8416,0.0651,2.2208,0.8517,0.6201,1.0000
1,max_landmasses,2,1.0091,0.9309,0.8324,0.0713,2.4338,0.8624,0.6218,1.0000
1,max_landmasses,3,0.9942,0.8751,0.8080,0.0937,3.0282,0.8424,0.5700,1.0000
1,max_landmasses,4,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_landmasses,5,0.9951,0.8788,0.8185,0.0870,2.8648,0.8524,0.6084,1.2500
1,max_landmasses,6,0.9951,0.8788,0.8185,0.0870,2.8648,0.8524,0.6084,1.2500
1,max_landmasses,7,0.9951,0.8788,0.8185,0.0870,2.8648,0.8524,0.6084,1.2500
1,max_landmasses,8,0.9951,0.8788,0.8185,0.0870,2.8648,0.8524,0.6084,1.2500
1,max_cross_ocean_per_band,0,0.7807,0.1131,0.6329,0.0947,3.1307,0.7776,0.5123,1.5000
1,max_cross_ocean_per_band,1,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_cross_ocean_per_band,2,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_cross_ocean_per_band,3,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_cross_ocean_per_band,4,0.9967,0.8852,0.8133,0.0898,2.9305,0.8424,0.5743,1.0000
1,max_water_crossing_dist,40.0,0.7932,0.1631,0.6329,0.0947,3.1307,0.7776,0.5123,1.2500
1,max_water_crossing_dist,60.0,0.7932,0.1631,0.6329,0.0947,3.1307,0.7776,0.5123,1.2500
1,max_water_crossing_dist,100.0,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_water_crossing_dist,160.0,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_water_crossing_dist,180.0,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_water_crossing_dist,200.0,0.9967,0.8852,0.8131,0.0900,2.9380,0.8424,0.5743,1.0000
1,max_water_crossing_dist,260.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,max_water_crossing_dist,300.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_island_penalty,0.0,0.9140,0.1671,0.6934,0.1045,3.4073,0.7974,0.7643,1.5000
1,start_end_island_penalty,2000.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_island_penalty,3000.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_island_penalty,5000.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_island_penalty,6000.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_island_penalty,7000.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_island_penalty,9000.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_island_penalty,10000.0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_min_connections,0,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_min_connections,1,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_min_connections,2,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_min_connections,3,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_min_connections,4,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_min_connections,5,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,start_end_min_connections,6,1.0198,0.9771,0.8288,0.0839,2.7905,0.8424,0.6283,1.0000
1,mountain_pass_bias,0.0,0.9674,0.9129,0.7787,0.0893,2.8989,0.8332,0.5977,1.0000
1,mountain_pass_bias,0.5,1.0177,0.9761,0.8320,0.0787,2.6664,0.8424,0.6283,1.0000
1,mountain_pass_bias,1.0,1.0192,0.9775,0.8341,0.0780,2.6356,0.8424,0.6283,1.0000
1,mountain_pass_bias,2.5,1.0115,0.9557,0.8166,0.0879,2.9558,0.8332,0.6283,1.0000
1,mountain_pass_bias,3.0,1.0134,0.9629,0.8154,0.0910,3.1093,0.8054,0.6283,1.0000
1,mountain_pass_bias,4.0,1.0148,0.9684,0.8165,0.0913,3.0972,0.7635,0.6283,1.0000
1,mountain_pass_bias,4.5,1.0135,0.9632,0.8139,0.0926,3.1497,0.7635,0.6283,1.0000
1,mountain_pass_bias,5.0,1.0135,0.9632,0.8139,0.0926,3.1497,0.7635,0.6283,1.0000
1,graph_anti_straight,0.0,0.9886,0.9562,0.8023,0.0796,2.5353,0.8424,0.6268,1.0000
1,graph_anti_straight,0.25,0.9967,0.9724,0.8109,0.0791,2.5214,0.8424,0.6268,1.0000
1,graph_anti_straight,0.75,1.0192,0.9775,0.8341,0.0780,2.6356,0.8424,0.6283,1.0000
1,graph_anti_straight,1.0,1.0200,0.9775,0.8366,0.0763,2.5714,0.8424,0.6283,1.0000
1,graph_anti_straight,1.75,1.0218,0.9793,0.8383,0.0749,2.5145,0.8332,0.6342,1.0000
1,graph_anti_straight,2.0,1.0217,0.9793,0.8386,0.0746,2.5061,0.8332,0.6342,1.0000
1,graph_anti_straight,2.75,0.9978,0.8983,0.8193,0.0725,2.4433,0.8332,0.6240,1.0000
1,graph_anti_straight,3.0,0.9975,0.8979,0.8184,0.0733,2.4640,0.8332,0.6232,1.0000
1,path_ortho_length_bonus,0.0,0.9889,0.9793,0.8176,0.0735,2.4454,0.8424,0.5914,1.0000
1,path_ortho_length_bonus,1.0,1.0209,0.9793,0.8372,0.0752,2.5284,0.8332,0.6342,1.0000
1,path_ortho_length_bonus,1.5,1.0218,0.9793,0.8383,0.0749,2.5145,0.8332,0.6342,1.0000
1,path_ortho_length_bonus,2.0,1.0218,0.9793,0.8385,0.0747,2.5082,0.8332,0.6342,1.0000
1,path_ortho_length_bonus,2.5,1.0217,0.9793,0.8390,0.0742,2.4808,0.8332,0.6342,1.0000
1,path_ortho_length_bonus,3.0,1.0217,0.9793,0.8395,0.0737,2.4556,0.8332,0.6342,1.0000
1,path_ortho_length_bonus,3.5,1.0217,0.9793,0.8400,0.0731,2.4272,0.8332,0.6342,1.0000
1,path_ortho_length_bonus,4.0,1.0217,0.9793,0.8400,0.0731,2.4272,0.8332,0.6342,1.0000
1,graph_zigzag_penalty,0.0,1.0203,0.9844,0.8370,0.0762,2.5382,0.8332,0.6284,1.0000
1,graph_zigzag_penalty,20.0,1.0208,0.9811,0.8362,0.0775,2.5998,0.8332,0.6284,1.0000
1,graph_zigzag_penalty,40.0,1.0218,0.9793,0.8383,0.0749,2.5145,0.8332,0.6342,1.0000
1,graph_zigzag_penalty,80.0,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_zigzag_penalty,120.0,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_zigzag_penalty,160.0,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_zigzag_penalty,180.0,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_zigzag_penalty,200.0,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,0,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,10,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,20,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,30,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,40,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,60,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,70,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,failsafe_max_injected_nodes,80,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_build_passes,1,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_build_passes,2,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_build_passes,3,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,graph_build_passes,4,1.0344,0.9790,0.8453,0.0790,2.7183,0.8424,0.6404,1.0000
1,min_city_dist,8.0,0.9819,0.9103,0.8220,0.0650,2.1529,0.8424,0.5796,1.0000
1,min_city_dist,12.0,0.9901,0.9407,0.8424,0.0549,1.8076,0.8617,0.6213,1.2500
1,min_city_dist,16.0,0.9929,0.8965,0.8306,0.0619,1.9563,0.8524,0.6018,1.0000
1,min_city_dist,20.0,1.0001,0.8990,0.8278,0.0736,2.4600,0.8617,0.5949,1.0000
1,min_city_dist,24.0,1.0185,0.9154,0.8409,0.0744,2.5493,0.8517,0.6127,1.0000
1,min_city_dist,44.0,0.9687,0.9011,0.8178,0.0665,2.2134,0.8332,0.5873,1.2500
1,min_city_dist,52.0,0.9606,0.8992,0.8092,0.0634,1.9650,0.8424,0.5521,1.0000
1,min_city_dist,60.0,0.9843,0.9239,0.8127,0.0796,2.6592,0.8332,0.5681,1.0000
1,max_city_count,10,0.8032,0.5055,0.6569,0.0807,2.5720,0.8517,0.4622,1.0000
1,max_city_count,80,0.9943,0.8863,0.8253,0.0677,2.0613,0.8617,0.6053,1.0000
1,max_city_count,100,0.9892,0.8926,0.8276,0.0639,2.0142,0.8424,0.5907,1.0000
1,max_city_count,150,1.0185,0.9154,0.8409,0.0744,2.5493,0.8517,0.6127,1.0000
1,max_city_count,250,0.9280,0.9125,0.7970,0.0601,1.8691,0.8617,0.5834,1.5000
1,max_city_count,380,0.9532,0.9310,0.7973,0.0615,2.0364,0.8818,0.5776,1.0000
1,max_city_count,390,0.9383,0.8908,0.7953,0.0538,1.7170,0.8617,0.6067,1.2500
1,max_city_count,400,0.9817,0.9174,0.8136,0.0657,2.1339,0.8617,0.6098,1.0000
1,min_travel_dist,4.0,1.0079,0.9005,0.8218,0.0874,2.8302,0.8610,0.5951,1.0000
1,min_travel_dist,8.0,1.0059,0.9175,0.8296,0.0754,2.4921,0.8610,0.6033,1.0000
1,min_travel_dist,10.0,1.0056,0.9185,0.8262,0.0766,2.6002,0.8424,0.6110,1.0000
1,min_travel_dist,12.0,1.0210,0.9417,0.8443,0.0718,2.5212,0.8324,0.6196,1.0000
1,min_travel_dist,16.0,0.9688,0.9111,0.8115,0.0699,2.3225,0.8517,0.5998,1.2500
1,min_travel_dist,24.0,0.9842,0.9163,0.8210,0.0730,2.3300,0.8424,0.6110,1.2500
1,min_travel_dist,28.0,1.0067,0.9287,0.8506,0.0644,2.1314,0.8424,0.6168,1.2500
1,min_travel_dist,30.0,0.9879,0.9121,0.8277,0.0724,2.4454,0.8324,0.6009,1.2500
1,max_travel_count,50,0.9477,0.8992,0.7957,0.0588,1.8448,0.8417,0.5731,1.0000
1,max_travel_count,150,0.9477,0.8992,0.7957,0.0588,1.8448,0.8417,0.5731,1.0000
1,max_travel_count,350,0.9984,0.9174,0.8245,0.0750,2.5596,0.8517,0.5958,1.0000
1,max_travel_count,850,0.9985,0.9174,0.8279,0.0684,2.2872,0.8417,0.6089,1.0000
1,max_travel_count,1100,0.9808,0.9117,0.8302,0.0646,2.0855,0.8424,0.5944,1.2500
1,max_travel_count,1300,0.9995,0.9420,0.8286,0.0701,2.4228,0.8517,0.6035,1.0000
1,max_travel_count,2300,0.9966,0.9097,0.8173,0.0786,2.6937,0.8710,0.6026,1.0000
1,max_travel_count,2400,1.0030,0.9290,0.8296,0.0734,2.5840,0.8508,0.5999,1.0000
1,city_coast_radius,0.0,1.0174,0.9325,0.8380,0.0777,2.7715,0.8517,0.6069,1.0000
1,city_coast_radius,5.0,0.9862,0.9034,0.8115,0.0744,2.4573,0.8424,0.6012,1.0000
1,city_coast_radius,10.0,1.0030,0.9290,0.8296,0.0734,2.5840,0.8508,0.5999,1.0000
1,city_coast_radius,20.0,0.9982,0.9290,0.8302,0.0635,2.1015,0.8710,0.6180,1.0000
1,city_coast_radius,25.0,0.9998,0.9220,0.8360,0.0603,1.9308,0.8424,0.6144,1.0000
1,city_coast_radius,30.0,1.0126,0.9284,0.8408,0.0830,3.1081,0.8710,0.6050,1.2500
1,city_coast_radius,35.0,0.9899,0.9282,0.8399,0.0572,1.8336,0.8617,0.6213,1.2500
1,city_coast_radius,40.0,1.0147,0.9287,0.8410,0.0683,2.3591,0.8617,0.6212,1.0000
2,layer_count,22,1.0092,0.9128,0.8348,0.0737,2.6591,0.8424,0.6028,1.0000
2,layer_count,24,1.0053,0.9197,0.8245,0.0846,3.0848,0.8517,0.5846,1.0000
2,layer_count,26,0.9972,0.8899,0.8336,0.0750,2.6589,0.8424,0.6046,1.2500
2,layer_count,28,1.0174,0.9325,0.8380,0.0777,2.7715,0.8517,0.6069,1.0000
2,layer_count,30,1.0023,0.9183,0.8294,0.0716,2.5041,0.8424,0.6052,1.0000
2,min_path_dist,5.0,1.0177,0.9325,0.8379,0.0780,2.7898,0.8517,0.6069,1.0000
2,min_path_dist,10.0,1.0174,0.9325,0.8380,0.0777,2.7715,0.8517,0.6069,1.0000
2,min_path_dist,20.0,1.0070,0.8843,0.8410,0.0753,2.7039,0.8517,0.6128,1.2500
2,min_path_dist,30.0,1.0122,0.8940,0.8486,0.0685,2.4418,0.8517,0.6300,1.2500
2,min_path_dist,35.0,1.0116,0.8948,0.8494,0.0669,2.3570,0.8517,0.6311,1.2500
2,min_path_dist,40.0,1.0123,0.8951,0.8524,0.0646,2.2565,0.8517,0.6311,1.2500
2,min_path_dist,45.0,1.0132,0.8959,0.8546,0.0633,2.2065,0.8517,0.6311,1.2500
2,min_path_dist,54.5,1.0295,0.9462,0.8544,0.0653,2.3250,0.8517,0.6391,1.0000
2,max_path_search_dist,130.0,1.0295,0.9462,0.8544,0.0653,2.3250,0.8517,0.6391,1.0000
2,max_path_search_dist,140.0,1.0290,0.9462,0.8548,0.0645,2.2835,0.8517,0.6391,1.0000
2,max_path_search_dist,150.0,1.0290,0.9462,0.8548,0.0645,2.2835,0.8517,0.6391,1.0000
2,max_path_search_dist,160.0,1.0290,0.9462,0.8548,0.0645,2.2835,0.8517,0.6391,1.0000
2,max_path_search_dist,170.0,1.0290,0.9462,0.8548,0.0645,2.2835,0.8517,0.6391,1.0000
2,max_path_search_dist,180.0,1.0290,0.9462,0.8548,0.0645,2.2835,0.8517,0.6391,1.0000
2,max_path_search_dist,185.0,1.0290,0.9462,0.8548,0.0645,2.2835,0.8517,0.6391,1.0000
2,min_outgoing,1,1.0295,0.9462,0.8544,0.0653,2.3250,0.8517,0.6391,1.0000
2,min_outgoing,2,1.0295,0.9462,0.8544,0.0653,2.3250,0.8517,0.6391,1.0000
2,min_outgoing,3,1.0295,0.9462,0.8544,0.0653,2.3250,0.8517,0.6391,1.0000
2,min_outgoing,4,1.0295,0.9462,0.8544,0.0653,2.3250,0.8517,0.6391,1.0000
2,max_outgoing,5,1.0295,0.9462,0.8544,0.0653,2.3250,0.8517,0.6391,1.0000
2,max_outgoing,6,1.0312,0.9462,0.8603,0.0611,2.1192,0.8517,0.6391,1.0000
2,min_outgoing_after_trim,1,1.0312,0.9462,0.8603,0.0611,2.1192,0.8517,0.6391,1.0000
2,min_outgoing_after_trim,2,0.9812,0.8962,0.8603,0.0611,2.1192,0.8517,0.6391,2.0000
2,edge_trim_chance,0.0,1.0312,0.9462,0.8603,0.0611,2.1192,0.8517,0.6391,1.0000
2,edge_trim_chance,0.1,1.0312,0.9462,0.8603,0.0611,2.1192,0.8517,0.6391,1.0000
2,edge_trim_chance,0.2,1.0314,0.9462,0.8602,0.0614,2.1355,0.8517,0.6391,1.0000
2,edge_trim_chance,0.4,1.0316,0.9462,0.8591,0.0627,2.1983,0.8517,0.6391,1.0000
2,edge_trim_chance,0.5,1.0314,0.9462,0.8591,0.0625,2.1833,0.8517,0.6391,1.0000
2,edge_trim_chance,0.6,1.0324,0.9462,0.8581,0.0646,2.2838,0.8517,0.6391,1.0000
2,edge_trim_chance,0.7,1.0341,0.9462,0.8580,0.0663,2.3760,0.8517,0.6391,1.0000
2,edge_trim_chance,0.77,1.0333,0.9462,0.8575,0.0660,2.3577,0.8517,0.6391,1.0000
2,min_nodes_between_cities,1,1.0341,0.9462,0.8580,0.0663,2.3760,0.8517,0.6391,1.0000
2,min_nodes_between_cities,2,1.0284,0.9431,0.8596,0.0587,1.9600,0.8517,0.6403,1.0000
2,min_nodes_between_cities,3,1.0311,0.9434,0.8563,0.0646,2.2540,0.8517,0.6403,1.0000
2,max_nodes_between_cities,1,1.0341,0.9462,0.8580,0.0663,2.3760,0.8517,0.6391,1.0000
2,max_nodes_between_cities,2,1.0284,0.9431,0.8596,0.0587,1.9600,0.8517,0.6403,1.0000
2,max_nodes_between_cities,3,1.0284,0.9431,0.8596,0.0587,1.9600,0.8517,0.6403,1.0000
2,max_nodes_between_cities,4,1.0311,0.9434,0.8563,0.0646,2.2540,0.8517,0.6403,1.0000
2,max_nodes_between_cities,5,1.0311,0.9434,0.8563,0.0646,2.2540,0.8517,0.6403,1.0000
2,min_cities_visited,2,1.0341,0.9462,0.8580,0.0663,2.3760,0.8517,0.6391,1.0000
2,min_cities_visited,3,1.0216,0.8962,0.8580,0.0663,2.3760,0.8517,0.6391,1.2500
2,min_cities_visited,4,0.9966,0.8962,0.8580,0.0663,2.3760,0.8517,0.6391,1.7500
2,min_cities_visited,5,0.9966,0.8962,0.8580,0.0663,2.3760,0.8517,0.6391,1.7500
2,min_cities_visited,6,0.9966,0.8962,0.8580,0.0663,2.3760,0.8517,0.6391,1.7500
